threads,throughput_mb_s_mean,throughput_mb_s_std,parallel_efficiency_mean,parallel_efficiency_std
1,71.27016745288894,11.115384402252845,1.0000000000000002,0.15596124998022973
2,76.29379273238823,2.5537033655694974,0.535243534981309,0.01791565431116429
4,79.70914736550152,5.235023724492458,0.27960207690753264,0.018363306526369923
8,78.11359573509525,2.8972765528739135,0.13700261716574813,0.005081502991397271
16,63.89203136538657,30.825527803094783,0.05602978220833118,0.027032285127812326
