threads,throughput_mb_s_mean,throughput_mb_s_std,parallel_efficiency_mean,parallel_efficiency_std
1,588.3821307201871,67.78445254094959,1.0000000000000002,0.11520481163828104
2,666.5114162861132,7.7014636744475355,0.5663933194829479,0.00654461044306435
4,712.2928792269928,51.375490511259045,0.302648925773433,0.02182913443019369
8,656.7056471035065,65.48424887748617,0.13951512393393273,0.013911930159514837
16,661.1805566531319,59.54153854749702,0.07023290245106512,0.006324709682572428
