path,kind,size_bytes,size_mb,size_gb,ext,relpath
data\user_data\D3\video\video_000009.mp4,binaries,74652481,71.19415378570557,0.06952554080635309,.mp4,video\video_000009.mp4
data\user_data\D3\video\video_000010.mp4,binaries,45280113,43.182480812072754,0.0421703914180398,.mp4,video\video_000010.mp4
data\user_data\D3\video\video_000011.mp4,binaries,116430412,111.03669357299805,0.1084342710673809,.mp4,video\video_000011.mp4
data\user_data\D3\video\video_000012.mp4,binaries,50046602,47.728158950805664,0.046609530225396156,.mp4,video\video_000012.mp4
data\user_data\D3\video\video_000013.mp4,binaries,274751134,262.023099899292,0.25588193349540234,.mp4,video\video_000013.mp4
data\user_data\D3\video\video_000014.mp4,binaries,171659020,163.7067985534668,0.15986992046236992,.mp4,video\video_000014.mp4
data\user_data\D3\video\video_000015.mp4,binaries,79440523,75.76038646697998,0.07398475240916014,.mp4,video\video_000015.mp4
data\user_data\D3\video\video_000016.mp4,binaries,281603136,268.55767822265625,0.26226335763931274,.mp4,video\video_000016.mp4
data\user_data\D3\video\video_000017.mp4,binaries,47930627,45.71020793914795,0.04463887494057417,.mp4,video\video_000017.mp4
data\user_data\D3\video\video_000018.mp4,binaries,70457293,67.19331073760986,0.06561846751719713,.mp4,video\video_000018.mp4
data\user_data\D3\video\video_000019.mp4,binaries,48589123,46.3381986618042,0.04525214713066816,.mp4,video\video_000019.mp4
data\user_data\D3\video\video_000020.mp4,binaries,99015286,94.42833518981934,0.09221517108380795,.mp4,video\video_000020.mp4
data\user_data\D3\video\video_000021.mp4,binaries,62998752,60.080291748046875,0.058672159910202026,.mp4,video\video_000021.mp4
data\user_data\D3\video\video_000022.mp4,binaries,93271725,88.95084857940674,0.08686606306582689,.mp4,video\video_000022.mp4
data\user_data\D3\video\video_000023.mp4,binaries,173562345,165.52195072174072,0.16164253000169992,.mp4,video\video_000023.mp4
data\user_data\D3\video\video_000024.mp4,binaries,250696598,239.08290672302246,0.23347940109670162,.mp4,video\video_000024.mp4
data\user_data\D3\video\video_000025.mp4,binaries,114985648,109.65885925292969,0.10708872973918915,.mp4,video\video_000025.mp4
data\user_data\D3\video\video_000026.mp4,binaries,218235378,208.12547492980957,0.20324753411114216,.mp4,video\video_000026.mp4
data\user_data\D3\video\video_000027.mp4,binaries,86851982,82.82850456237793,0.0808872114866972,.mp4,video\video_000027.mp4
data\user_data\D3\video\video_000028.mp4,binaries,236626245,225.66437244415283,0.220375363714993,.mp4,video\video_000028.mp4
data\user_data\D3\video\video_000029.mp4,binaries,118398543,112.913649559021,0.11026723589748144,.mp4,video\video_000029.mp4
