algorithm,keygen_us,encaps_us,decaps_us
Kyber1024,11546.0,11897.3,16479.6
Kyber1024,9695.9,12872.0,18216.6
Kyber1024,10090.4,12004.7,15741.8
Kyber1024,9712.6,16907.7,16809.4
Kyber1024,9868.0,12394.0,15806.0
Kyber1024,9687.6,11910.2,17391.4
Kyber1024,9757.0,13471.8,18836.7
Kyber1024,12454.7,11825.6,17034.4
Kyber1024,10735.6,12874.5,15466.7
Kyber1024,10178.4,14152.9,18631.6
Kyber1024,10173.2,11819.2,17420.2
Kyber1024,9703.1,12046.2,16659.4
Kyber1024,10497.0,13855.6,17385.5
Kyber1024,10415.5,11941.0,18358.0
Kyber1024,14625.1,16394.1,17652.4
Kyber1024,15608.0,12176.4,16978.2
Kyber1024,9676.8,13397.4,15505.9
Kyber1024,10619.3,11590.4,15374.0
Kyber1024,10447.8,17942.6,16178.0
Kyber1024,12136.1,12117.2,15886.2
Kyber1024,9749.1,12521.0,19199.4
Kyber1024,9841.3,25554.8,17321.6
Kyber1024,12844.8,12216.7,17339.8
Kyber1024,10125.2,13846.8,19988.4
Kyber1024,12106.7,13978.3,16169.0
Kyber1024,10111.7,13781.8,20530.6
Kyber1024,12388.0,17475.5,18108.8
Kyber1024,11179.5,13976.5,16519.1
Kyber1024,9647.0,12631.3,15901.5
Kyber1024,11892.2,12059.1,15748.5
Kyber1024,12224.5,14020.0,16158.5
Kyber1024,10501.1,11605.4,15469.8
Kyber1024,13937.3,14706.9,15729.8
Kyber1024,9376.8,12363.4,16141.4
Kyber1024,9696.4,11110.8,16351.9
Kyber1024,9585.8,11777.4,15349.1
Kyber1024,9264.8,12871.8,16290.8
Kyber1024,9311.6,12594.1,15558.3
Kyber1024,12835.4,12668.1,15281.4
Kyber1024,9964.1,11431.1,16127.7
Kyber1024,9311.6,13912.5,16277.6
Kyber1024,9505.4,12606.6,15671.9
Kyber1024,10244.2,14340.0,15745.0
Kyber1024,9294.3,12996.4,17535.7
Kyber1024,10718.3,11155.7,16197.4
Kyber1024,10534.4,12356.1,15211.0
Kyber1024,9554.8,14303.2,33402.8
Kyber1024,11433.6,13036.6,28793.3
Kyber1024,12183.9,13535.6,18851.3
Kyber1024,10451.3,11688.2,19702.6
Kyber1024,12193.3,18550.0,20331.1
Kyber1024,13579.3,14179.8,16643.5
Kyber1024,11765.1,13049.6,17638.1
Kyber1024,9662.2,14891.4,17213.0
Kyber1024,12277.6,14807.0,15786.2
Kyber1024,10816.8,13321.7,29437.3
Kyber1024,13743.0,25611.1,18080.0
Kyber1024,9916.3,14465.3,15759.5
Kyber1024,11242.1,11757.7,15937.0
Kyber1024,11696.0,11988.8,17327.4
Kyber1024,11270.4,12507.2,17400.4
Kyber1024,11565.9,13095.2,19276.9
Kyber1024,11089.5,14776.1,16362.0
Kyber1024,11188.9,12497.7,17376.4
Kyber1024,11071.6,12566.4,17089.8
Kyber1024,11332.1,13409.2,21460.1
Kyber1024,16915.8,27687.6,44411.0
Kyber1024,16368.8,14589.7,20772.8
Kyber1024,10346.3,13161.0,16943.9
Kyber1024,11685.6,18855.0,27773.6
Kyber1024,10401.5,12817.9,19979.6
Kyber1024,10726.4,12204.4,17111.9
Kyber1024,16074.7,14465.6,17464.6
Kyber1024,12770.5,16825.6,18188.6
Kyber1024,11076.5,14259.0,16001.4
Kyber1024,10166.9,15278.9,18904.1
Kyber1024,11892.2,12216.8,17262.9
Kyber1024,9756.6,11634.0,16604.4
Kyber1024,16820.4,12278.6,16907.5
Kyber1024,9824.4,11648.7,17567.9
Kyber1024,9783.6,12713.6,15377.6
Kyber1024,9676.6,14874.6,17133.6
Kyber1024,11806.4,11699.3,15368.7
Kyber1024,11694.1,12665.8,15609.2
Kyber1024,9924.5,12462.4,18118.3
Kyber1024,12170.4,12769.6,15378.2
Kyber1024,9459.7,12912.3,14826.2
Kyber1024,10258.4,14854.3,15132.2
Kyber1024,10496.7,11740.9,14644.3
Kyber1024,9770.2,12599.7,16322.2
Kyber1024,9321.2,15000.4,16393.2
Kyber1024,12266.7,13436.1,20198.9
Kyber1024,10772.5,11213.0,14721.5
Kyber1024,12975.3,11503.1,19249.5
Kyber1024,9309.6,11966.5,16619.2
Kyber1024,9543.8,11100.4,16505.2
Kyber1024,9657.2,18272.3,18035.4
Kyber1024,11458.2,11382.6,28843.0
Kyber1024,11827.0,13392.2,19952.0
Kyber1024,10008.0,15310.9,24621.4
Kyber1024,9846.1,13577.1,15456.7
Kyber1024,9939.9,12831.8,16389.7
Kyber1024,9686.2,12801.6,15532.3
Kyber1024,10815.9,11592.7,15354.1
Kyber1024,11140.4,14009.1,16018.7
Kyber1024,9814.1,11848.6,15463.9
Kyber1024,9703.6,12092.8,17193.1
Kyber1024,10131.5,14863.5,18709.1
Kyber1024,10038.0,13206.4,16077.5
Kyber1024,10141.6,11652.7,15270.5
Kyber1024,10975.9,14851.0,17227.0
Kyber1024,10027.4,34515.3,15518.5
Kyber1024,9280.8,14414.7,16654.3
Kyber1024,12182.5,12862.5,16446.0
Kyber1024,10522.9,13261.3,16650.1
Kyber1024,9854.5,12464.0,15419.2
Kyber1024,18026.3,28230.0,43580.8
Kyber1024,14400.9,27920.3,20014.5
Kyber1024,10739.8,12033.8,18097.4
Kyber1024,9914.4,11737.0,16438.0
Kyber1024,9866.6,19004.8,21149.7
Kyber1024,13727.5,20432.2,17594.3
Kyber1024,12623.1,11966.7,19020.0
Kyber1024,10649.4,12701.9,17218.7
Kyber1024,11177.2,13251.0,17422.6
Kyber1024,9997.2,13152.3,21033.6
Kyber1024,10921.6,14398.8,15527.8
Kyber1024,9742.6,13815.7,16314.6
Kyber1024,11064.6,16203.5,16101.9
Kyber1024,9740.9,12835.4,19308.3
Kyber1024,11097.9,12614.0,14902.7
Kyber1024,9294.9,15040.5,15238.0
Kyber1024,9829.8,11894.8,14901.9
Kyber1024,10948.6,11324.7,14678.7
Kyber1024,10933.7,11747.7,17396.4
Kyber1024,9708.7,11826.4,17048.6
Kyber1024,9915.0,11640.4,15416.7
Kyber1024,10039.7,11886.7,18187.1
Kyber1024,10240.2,12978.3,20552.9
Kyber1024,10868.9,13477.0,15417.4
Kyber1024,9655.4,11800.8,19130.6
Kyber1024,11355.9,13002.2,16385.0
Kyber1024,9686.4,13732.1,15571.7
Kyber1024,13633.8,15590.6,17849.6
Kyber1024,9942.6,12138.2,15453.3
Kyber1024,10406.5,11611.9,16054.3
Kyber1024,11623.3,14793.8,19667.3
Kyber1024,10259.4,11689.9,39786.4
Kyber1024,9715.6,14851.9,17706.2
Kyber1024,12975.9,24977.6,15566.6
Kyber1024,9859.8,12770.0,16710.9
Kyber1024,9883.5,11641.5,17000.1
Kyber1024,9901.6,13464.5,15628.4
Kyber1024,9659.1,13403.0,15277.0
Kyber1024,10803.8,14293.0,17415.2
Kyber1024,9886.2,18352.2,18049.1
Kyber1024,9526.5,11733.6,14903.3
Kyber1024,9324.0,16317.7,17690.6
Kyber1024,10204.9,11966.8,18915.9
Kyber1024,12034.2,14253.9,16150.3
Kyber1024,9787.5,12610.2,15472.1
Kyber1024,12074.4,13040.8,17625.6
Kyber1024,9352.1,14970.2,17850.7
Kyber1024,10726.1,14740.5,20055.3
Kyber1024,11631.4,14364.3,17020.3
Kyber1024,12152.9,12360.1,19686.4
Kyber1024,13619.8,15308.7,17187.2
Kyber1024,12277.3,13242.2,18390.5
Kyber1024,9732.6,16961.2,26464.4
Kyber1024,20085.5,16555.8,21461.7
Kyber1024,14909.9,12802.9,18546.3
Kyber1024,13460.8,12458.8,17795.0
Kyber1024,10091.6,21431.1,17283.1
Kyber1024,26408.7,14223.3,17541.9
Kyber1024,14931.0,20374.5,19606.9
Kyber1024,13831.5,12330.7,20318.6
Kyber1024,11903.8,12775.1,17159.9
Kyber1024,9759.5,13267.2,15731.7
Kyber1024,10884.7,13590.5,15802.2
Kyber1024,9998.6,14958.2,17145.6
Kyber1024,11034.9,11697.2,18235.7
Kyber1024,9970.8,12588.8,16403.4
Kyber1024,9406.8,11651.9,15093.7
Kyber1024,10628.0,12433.0,15698.4
Kyber1024,11222.0,12459.6,17619.8
Kyber1024,9390.9,11676.5,14746.0
Kyber1024,10174.7,11122.5,14641.0
Kyber1024,10310.7,11496.5,17006.1
Kyber1024,10933.5,11536.9,15504.5
ML-KEM-512,4946.6,5174.9,7377.4
ML-KEM-512,3839.9,5199.6,8334.1
ML-KEM-512,4313.7,5160.0,7509.8
ML-KEM-512,3796.9,5178.2,7725.5
ML-KEM-512,3814.2,5167.7,7430.9
ML-KEM-512,3816.9,5173.0,9293.6
ML-KEM-512,3818.7,5196.7,9706.8
ML-KEM-512,5551.3,5223.8,10387.3
ML-KEM-512,3824.9,5178.0,8654.8
ML-KEM-512,3794.7,5121.6,9131.7
ML-KEM-512,3657.2,4934.8,7761.6
ML-KEM-512,3622.9,5513.7,7621.8
ML-KEM-512,3628.9,4962.8,7075.8
ML-KEM-512,3626.4,5320.3,8703.8
ML-KEM-512,3646.2,4987.2,10895.5
ML-KEM-512,3670.1,6047.9,7095.3
ML-KEM-512,3637.9,5260.8,7065.4
ML-KEM-512,3648.8,9828.0,7071.4
ML-KEM-512,3655.8,5004.8,7214.1
ML-KEM-512,3781.0,5746.9,7343.8
ML-KEM-512,5265.2,15171.4,21663.1
ML-KEM-512,10723.5,15066.4,21076.4
ML-KEM-512,4142.2,5204.8,7362.9
ML-KEM-512,3766.6,5126.5,9088.2
ML-KEM-512,3791.3,5218.3,15059.7
ML-KEM-512,10352.5,5182.5,7384.3
ML-KEM-512,4915.2,5131.3,7365.4
ML-KEM-512,5727.3,5144.0,7374.5
ML-KEM-512,3755.8,5116.4,11445.1
ML-KEM-512,10728.1,8992.0,7408.0
ML-KEM-512,6069.6,5212.7,8600.0
ML-KEM-512,3821.2,5228.5,8591.6
ML-KEM-512,3793.6,5144.2,7622.7
ML-KEM-512,3757.5,5137.1,8072.5
ML-KEM-512,3764.4,5144.7,7614.3
ML-KEM-512,3762.9,5178.6,8470.0
ML-KEM-512,3764.5,5145.2,7405.3
ML-KEM-512,3775.8,5146.2,7654.9
ML-KEM-512,3766.6,5895.7,7590.2
ML-KEM-512,3762.6,6158.2,10419.3
ML-KEM-512,4307.9,5726.7,13090.1
ML-KEM-512,4959.6,5677.5,16842.4
ML-KEM-512,3802.5,7346.8,10999.0
ML-KEM-512,4850.1,5271.2,7856.2
ML-KEM-512,4857.2,6226.2,8573.8
ML-KEM-512,3794.9,5158.0,8623.4
ML-KEM-512,3763.2,5124.2,8119.4
ML-KEM-512,3758.1,5205.8,10122.9
ML-KEM-512,3755.0,5566.2,10184.6
ML-KEM-512,3824.0,11874.9,7445.1
ML-KEM-512,5455.6,5190.2,7409.8
ML-KEM-512,8693.4,5368.5,9380.1
ML-KEM-512,3728.8,5186.9,8433.4
ML-KEM-512,3738.5,5476.9,8006.3
ML-KEM-512,3742.0,5411.7,10262.4
ML-KEM-512,3729.5,6685.7,7416.5
ML-KEM-512,3725.7,6347.7,7366.2
ML-KEM-512,3753.7,7075.4,7424.3
ML-KEM-512,4513.9,5153.9,7380.9
ML-KEM-512,4018.4,5168.1,7386.8
ML-KEM-512,4695.6,5173.9,7603.0
ML-KEM-512,5074.8,5752.0,7407.0
ML-KEM-512,5580.3,5164.6,8707.2
ML-KEM-512,3736.5,5225.0,7600.6
ML-KEM-512,3714.7,5133.7,8349.0
ML-KEM-512,3749.6,5271.9,10245.0
ML-KEM-512,3746.2,5204.5,9412.3
ML-KEM-512,3757.9,9883.3,9736.0
ML-KEM-512,4124.6,7615.7,7832.5
ML-KEM-512,4672.3,6164.6,8694.7
ML-KEM-512,3914.2,5384.4,7836.3
ML-KEM-512,3885.0,5406.6,7971.6
ML-KEM-512,4005.6,9814.5,7791.4
ML-KEM-512,3915.3,9256.2,7743.7
ML-KEM-512,4075.0,5397.4,8033.3
ML-KEM-512,3914.2,5388.9,7713.0
ML-KEM-512,3880.5,5360.1,8731.9
ML-KEM-512,3901.2,5399.1,10073.4
ML-KEM-512,3944.3,7451.1,8128.0
ML-KEM-512,3913.4,5676.3,7735.0
ML-KEM-512,4309.3,9629.5,8567.6
ML-KEM-512,3932.3,6318.2,7709.9
ML-KEM-512,4944.2,5439.7,7732.8
ML-KEM-512,6156.7,5989.6,8008.3
ML-KEM-512,3918.6,5418.2,7930.1
ML-KEM-512,3776.1,5188.9,7607.2
ML-KEM-512,3750.4,5151.9,9671.2
ML-KEM-512,4087.6,5212.0,7944.4
ML-KEM-512,3803.5,5179.4,8634.0
ML-KEM-512,3777.8,5182.2,8381.4
ML-KEM-512,3765.3,5203.2,9238.1
ML-KEM-512,3726.6,5396.5,7827.6
ML-KEM-512,3755.4,5237.3,7400.1
ML-KEM-512,3742.3,8182.3,8620.6
ML-KEM-512,3798.0,5514.8,7470.4
ML-KEM-512,3780.2,6586.3,7451.9
ML-KEM-512,3752.7,5211.8,7416.3
ML-KEM-512,3770.5,6919.4,7510.1
ML-KEM-512,4188.6,5858.9,7412.6
ML-KEM-512,5460.9,5456.1,7272.4
ML-KEM-512,3749.6,5694.9,7118.9
ML-KEM-512,5404.1,4988.7,7204.7
ML-KEM-512,6960.1,4984.9,7364.9
ML-KEM-512,3617.6,4997.8,9846.0
ML-KEM-512,5985.4,4995.2,8547.6
ML-KEM-512,3615.6,5147.3,7103.6
ML-KEM-512,3623.9,5267.9,9899.0
ML-KEM-512,3617.4,5464.1,7298.7
ML-KEM-512,3764.9,5589.3,8657.5
ML-KEM-512,3772.2,6575.2,7407.1
ML-KEM-512,3766.3,9827.5,7685.5
ML-KEM-512,4055.1,5195.1,7420.2
ML-KEM-512,6427.1,5231.9,10238.0
ML-KEM-512,3778.1,5428.8,8979.0
ML-KEM-512,3925.3,5415.9,7729.6
ML-KEM-512,3936.4,6766.9,7751.5
ML-KEM-512,3929.7,6458.2,7720.1
ML-KEM-512,5170.5,5441.3,7392.6
ML-KEM-512,5292.5,5211.6,7833.7
ML-KEM-512,3766.1,5190.8,9265.7
ML-KEM-512,5084.8,5218.0,9219.3
ML-KEM-512,5142.0,5241.7,8163.4
ML-KEM-512,3808.7,5202.4,9679.9
ML-KEM-512,6891.1,5198.1,7424.8
ML-KEM-512,3792.0,5496.8,7438.3
ML-KEM-512,3791.1,5313.8,7401.8
ML-KEM-512,3808.2,7865.5,10255.3
ML-KEM-512,3987.9,8321.1,7964.1
ML-KEM-512,6063.0,5505.4,10581.6
ML-KEM-512,3982.3,5410.8,8649.3
ML-KEM-512,3949.0,5407.5,8960.7
ML-KEM-512,3938.0,7782.7,8088.9
ML-KEM-512,7558.3,8823.9,9041.0
ML-KEM-512,4003.4,5563.5,9486.3
ML-KEM-512,3955.9,5422.7,9704.6
ML-KEM-512,3934.4,5394.9,8505.7
ML-KEM-512,3945.7,5647.1,7693.1
ML-KEM-512,3944.0,7384.9,7701.6
ML-KEM-512,5349.1,7588.6,7781.4
ML-KEM-512,5747.4,5403.6,8978.1
ML-KEM-512,4088.9,5376.1,7811.4
ML-KEM-512,3969.5,5373.9,8208.5
ML-KEM-512,3946.7,5366.9,7993.8
ML-KEM-512,3952.4,5377.1,8354.8
ML-KEM-512,3959.5,5383.9,7790.5
ML-KEM-512,3962.5,6434.7,11196.9
ML-KEM-512,4029.1,6595.9,7713.5
ML-KEM-512,3954.0,6891.0,7582.8
ML-KEM-512,6602.8,5173.1,9036.8
ML-KEM-512,3832.5,5155.0,8102.4
ML-KEM-512,3832.0,5221.2,9372.9
ML-KEM-512,3803.8,5226.7,9549.5
ML-KEM-512,3803.3,5439.9,7441.0
ML-KEM-512,3825.5,6085.0,7368.7
ML-KEM-512,3797.3,7942.2,7487.1
ML-KEM-512,3972.4,6093.3,7432.8
ML-KEM-512,3798.0,7132.9,7402.9
ML-KEM-512,3885.9,5234.1,7389.2
ML-KEM-512,3785.0,10263.3,9595.0
ML-KEM-512,7067.4,5592.0,17103.0
ML-KEM-512,10719.3,6109.6,9137.1
ML-KEM-512,3882.7,11060.7,8695.3
ML-KEM-512,9423.7,7484.2,8757.3
ML-KEM-512,4178.1,5675.3,14964.6
ML-KEM-512,7302.7,6496.4,8498.2
ML-KEM-512,4694.7,6153.5,9392.5
ML-KEM-512,3979.0,5407.6,16139.3
ML-KEM-512,5986.5,8826.2,10377.9
ML-KEM-512,12652.0,15300.7,8217.3
ML-KEM-512,3958.0,6669.3,7727.6
ML-KEM-512,3975.1,9354.4,7852.8
ML-KEM-512,4768.6,6120.6,9759.5
ML-KEM-512,4198.2,5408.5,12406.0
ML-KEM-512,3983.4,5925.0,9420.5
ML-KEM-512,4009.0,7080.1,7688.1
ML-KEM-512,6320.1,8316.3,9085.9
ML-KEM-512,4964.1,5395.2,8883.1
ML-KEM-512,3973.9,5740.2,11058.5
ML-KEM-512,3935.3,7612.7,7696.9
ML-KEM-512,5001.6,5986.6,7673.9
ML-KEM-512,4431.9,6326.2,7929.7
ML-KEM-512,4304.4,5378.8,8454.2
ML-KEM-512,5839.1,5407.8,8735.0
ML-KEM-512,4047.7,5352.7,8255.6
ML-KEM-512,3940.6,5373.0,11812.3
ML-KEM-512,3963.5,6786.3,8192.1
ML-KEM-512,3957.8,5360.7,7353.8
ML-KEM-512,3947.4,8396.4,7491.8
ML-KEM-512,3999.2,6882.0,7526.0
ML-KEM-512,3984.9,5125.4,7595.5
ML-KEM-512,3925.4,5153.6,7739.3
ML-KEM-512,4645.7,5147.0,7647.5
ML-KEM-512,6542.0,5136.1,10568.0
ML-KEM-512,3790.7,5401.0,7955.8
ML-KEM-512,3777.4,5354.3,10066.1
ML-KEM-512,3791.5,5561.8,7370.2
ML-KEM-512,3761.4,9229.9,7661.5
ML-KEM-512,4925.1,5147.2,7352.0
ML-KEM-512,4275.6,5557.6,7462.5
ML-KEM-512,4632.1,6307.0,9246.6
ML-KEM-512,5182.0,5152.8,7458.4
ML-KEM-512,3769.5,5139.3,9408.3
ML-KEM-512,3796.7,5184.9,8129.7
ML-KEM-512,3777.2,5104.8,8711.6
ML-KEM-512,3774.8,5422.7,7726.5
ML-KEM-512,3778.5,5185.6,8427.5
ML-KEM-512,3751.8,5290.0,8887.0
ML-KEM-512,3788.4,7260.1,7480.3
ML-KEM-512,4837.8,5507.1,7348.1
ML-KEM-512,5454.8,5188.7,7421.1
ML-KEM-512,5011.1,5269.2,7463.5
ML-KEM-512,5044.8,5189.2,8323.2
ML-KEM-512,7366.1,5166.0,8533.7
ML-KEM-512,5922.8,5157.3,8585.0
ML-KEM-512,3769.6,6402.3,9222.7
ML-KEM-512,3765.5,7118.8,7394.0
ML-KEM-512,3788.4,5511.7,7357.7
ML-KEM-512,3797.0,5538.7,7385.5
ML-KEM-512,4619.6,6802.0,7352.4
ML-KEM-512,3997.5,7120.9,7442.0
ML-KEM-512,6981.6,5169.2,8536.8
ML-KEM-512,3625.5,4985.3,8253.6
ML-KEM-512,3595.3,4935.1,8414.3
ML-KEM-512,3595.0,4981.7,7494.1
ML-KEM-512,3586.4,4948.6,8951.4
ML-KEM-512,3598.9,4997.3,7321.4
ML-KEM-512,3729.2,5146.8,14105.9
ML-KEM-512,3731.7,5424.8,7370.9
ML-KEM-512,4710.9,5798.8,7374.5
ML-KEM-512,3879.0,5138.7,7368.4
ML-KEM-512,4596.1,5155.5,7515.8
ML-KEM-512,3741.1,5169.8,7795.4
ML-KEM-512,3912.6,6218.0,7415.2
ML-KEM-512,4239.5,6438.4,7415.4
ML-KEM-512,3995.8,5173.8,7405.8
ML-KEM-512,4899.1,5171.7,7362.1
ML-KEM-512,5103.0,5209.5,11114.5
ML-KEM-512,5316.9,6509.0,8549.5
ML-KEM-512,3778.7,5560.0,8867.7
ML-KEM-512,3753.8,7557.9,7534.7
ML-KEM-512,3787.7,5586.5,7214.3
ML-KEM-512,3645.7,7353.7,7127.7
ML-KEM-512,3602.7,5239.6,7069.2
ML-KEM-512,3588.1,9511.8,7306.6
ML-KEM-512,3595.6,4945.4,7530.7
ML-KEM-512,4399.2,5605.2,7091.0
ML-KEM-512,4387.8,5929.5,7077.0
ML-KEM-512,3911.1,4983.5,7079.3
ML-KEM-512,5326.3,4978.8,7085.0
ML-KEM-512,4932.1,4977.3,7079.5
ML-KEM-512,4858.9,4995.2,8556.7
ML-KEM-512,3610.5,7488.5,12206.7
ML-KEM-512,3619.7,5013.8,8992.7
ML-KEM-512,3646.3,6032.8,7446.1
ML-KEM-512,3609.8,5705.0,7088.3
ML-KEM-512,3604.4,5947.5,7957.9
ML-KEM-512,3655.9,5278.7,7116.8
ML-KEM-512,3595.9,7352.3,7099.5
ML-KEM-512,3612.4,9831.3,7115.5
ML-KEM-512,3862.0,6633.3,7132.7
ML-KEM-512,4737.1,5011.7,7142.1
ML-KEM-512,5011.4,5007.7,7105.0
ML-KEM-512,4198.9,4957.2,7069.2
ML-KEM-512,8444.0,4995.4,7812.9
ML-KEM-512,3604.0,5014.9,9255.7
ML-KEM-512,3614.9,4945.1,9300.9
ML-KEM-512,3602.3,6122.8,7197.4
ML-KEM-512,3599.8,4985.3,7371.0
ML-KEM-512,3619.5,4954.0,9334.3
ML-KEM-512,3608.4,5017.2,7166.2
ML-KEM-512,3594.8,4964.0,9311.5
ML-KEM-512,3692.3,5704.0,9028.0
ML-KEM-512,3759.8,5375.4,7468.5
ML-KEM-512,8026.6,5614.0,9041.0
ML-KEM-512,6187.3,5696.0,9795.6
ML-KEM-512,3756.8,5206.0,12536.7
ML-KEM-512,10928.9,6440.4,10513.5
ML-KEM-512,5830.1,7548.3,10085.0
ML-KEM-512,4713.8,14145.1,13106.5
ML-KEM-512,5124.3,7378.8,9665.5
ML-KEM-512,3952.8,9306.9,10451.5
ML-KEM-512,12088.5,16957.9,16369.4
ML-KEM-512,12181.4,14458.8,11540.6
ML-KEM-512,3919.6,5436.9,9859.0
ML-KEM-512,3940.2,5370.7,8643.7
ML-KEM-512,3940.5,6442.2,7709.7
ML-KEM-512,3927.7,8263.4,7727.9
ML-KEM-512,3978.7,6519.2,7769.7
ML-KEM-512,5468.8,5410.7,7741.8
ML-KEM-512,7601.8,5455.6,9512.1
ML-KEM-512,3950.2,5441.7,9149.7
ML-KEM-512,3931.9,5520.4,10816.0
ML-KEM-512,3989.1,8728.2,7722.9
ML-KEM-512,4205.0,5516.7,7747.3
ML-KEM-512,5321.4,5409.6,7963.2
ML-KEM-512,4812.3,5396.5,7973.2
ML-KEM-512,3923.7,5395.2,9219.0
ML-KEM-512,3895.3,5194.5,7724.5
ML-KEM-512,3771.9,5160.3,8741.8
ML-KEM-512,3765.7,5617.5,7387.1
ML-KEM-512,3776.2,6721.9,7352.8
ML-KEM-512,3777.4,5565.9,7409.6
ML-KEM-512,3784.2,6881.4,7372.6
ML-KEM-512,4293.6,5160.0,7338.1
ML-KEM-512,5498.7,5189.8,7837.1
ML-KEM-512,3871.9,5174.3,9304.2
ML-KEM-512,4250.7,6223.0,7347.4
ML-KEM-512,3992.7,7780.9,7482.4
ML-KEM-512,4589.4,5147.0,7314.3
ML-KEM-512,9662.2,15284.7,13603.4
ML-KEM-512,3804.5,5153.2,8479.5
ML-KEM-512,3781.3,6202.5,9966.0
ML-KEM-512,3814.4,5334.8,8677.8
ML-KEM-512,3800.6,6613.0,7389.8
ML-KEM-512,3844.4,7461.1,7370.8
ML-KEM-512,3789.9,6255.8,8014.2
ML-KEM-512,3982.8,5191.8,7349.5
ML-KEM-512,6060.3,5154.3,8487.5
ML-KEM-512,6067.5,6887.8,7744.1
ML-KEM-512,5194.8,5285.4,8577.3
ML-KEM-512,3840.1,5230.3,7487.7
ML-KEM-512,3774.2,5155.6,8426.2
ML-KEM-512,3769.8,6558.3,9376.0
ML-KEM-512,4122.6,6320.1,7359.5
ML-KEM-512,5211.5,8395.5,7395.4
ML-KEM-512,5670.9,5152.5,7433.7
ML-KEM-512,4722.1,5144.0,7844.9
ML-KEM-512,3803.9,5146.3,7941.6
ML-KEM-512,3807.4,5147.2,7553.7
ML-KEM-512,3821.4,5117.6,7400.8
ML-KEM-512,3830.9,5162.6,7941.7
ML-KEM-512,3830.0,5116.7,11266.5
ML-KEM-512,3860.8,5130.3,7881.7
ML-KEM-512,3808.0,5148.6,8336.6
ML-KEM-512,3812.6,5167.9,7563.2
ML-KEM-512,3770.4,5127.7,8755.1
ML-KEM-512,3816.1,5150.5,8538.2
ML-KEM-512,3814.7,5148.9,7318.7
ML-KEM-512,3776.3,7803.4,21808.1
ML-KEM-512,10892.8,14057.7,8315.9
ML-KEM-512,3833.3,5689.1,7364.0
ML-KEM-512,3923.4,5193.4,7422.9
ML-KEM-512,6668.5,7486.4,8131.0
ML-KEM-512,5644.7,5474.4,7712.2
ML-KEM-512,9170.2,15821.8,22578.6
ML-KEM-512,11334.6,15731.8,21458.1
ML-KEM-512,10846.6,15249.3,21596.1
ML-KEM-512,8737.7,5173.3,7359.1
ML-KEM-512,4109.3,5328.1,7349.9
ML-KEM-512,3787.8,5178.3,7343.5
ML-KEM-512,4018.8,5160.8,7382.7
ML-KEM-512,5874.0,8304.2,7914.8
ML-KEM-512,5486.0,5174.5,8047.7
ML-KEM-512,3813.1,5156.0,8926.7
ML-KEM-512,3778.6,5106.6,8179.9
ML-KEM-512,3776.0,5154.0,7546.7
ML-KEM-512,3765.1,5137.3,8295.4
ML-KEM-512,3768.0,5210.8,7399.7
ML-KEM-512,3765.9,5280.0,7842.6
ML-KEM-512,3785.9,5153.4,9348.5
ML-KEM-512,4471.2,5779.0,7602.7
ML-KEM-512,3823.0,6914.6,7783.6
ML-KEM-512,3791.1,7493.2,7366.7
ML-KEM-512,4104.5,6067.4,7347.8
ML-KEM-512,3958.5,5151.3,7301.9
ML-KEM-512,8296.9,5530.1,7734.6
ML-KEM-512,3997.6,5141.7,9351.9
ML-KEM-512,3807.7,5155.1,12171.7
ML-KEM-512,3953.0,5926.7,8876.8
ML-KEM-512,3936.7,5641.7,7627.1
ML-KEM-512,3927.2,10111.6,7656.5
ML-KEM-512,4572.0,5370.0,7670.9
ML-KEM-512,6206.7,5402.8,7647.6
ML-KEM-512,3923.5,5253.2,9316.2
ML-KEM-512,3799.0,5126.4,8307.3
ML-KEM-512,3750.9,5148.6,9739.1
ML-KEM-512,3756.7,5161.6,7337.3
ML-KEM-512,3767.4,7962.0,7710.8
ML-KEM-512,3762.4,6285.1,7355.7
ML-KEM-512,3793.7,9782.4,21972.2
ML-KEM-512,7206.6,5172.9,7351.5
ML-KEM-512,3927.8,5178.9,7343.1
ML-KEM-512,5035.8,5162.5,7560.3
ML-KEM-512,4950.8,5305.0,7448.6
ML-KEM-512,7461.3,5905.7,8902.0
ML-KEM-512,4254.8,5309.8,11832.4
ML-KEM-512,3973.8,6628.8,9916.6
ML-KEM-512,4939.0,5362.4,17717.1
ML-KEM-512,7413.0,6312.3,8687.5
ML-KEM-512,5431.7,5190.5,7794.2
ML-KEM-512,5163.4,5152.8,12512.4
ML-KEM-512,3762.3,5187.6,9745.7
ML-KEM-512,3761.0,5185.2,8536.5
ML-KEM-512,3711.9,8100.0,11685.3
ML-KEM-512,3861.3,5182.7,8010.8
ML-KEM-512,4569.3,5221.8,8095.6
ML-KEM-512,6524.6,5647.0,18445.2
ML-KEM-512,6685.0,5417.7,8936.8
ML-KEM-512,3884.7,5372.3,8920.1
ML-KEM-512,3916.6,5397.0,8039.8
ML-KEM-512,3771.6,5145.4,9462.9
ML-KEM-512,3735.4,5365.8,7901.5
ML-KEM-512,3736.1,5137.3,8057.3
ML-KEM-512,3718.4,5177.0,8476.0
ML-KEM-512,3720.3,5254.7,8454.9
ML-KEM-512,3762.4,5446.7,7382.8
ML-KEM-512,3751.9,5797.4,7411.2
ML-KEM-512,3669.3,5243.3,7093.5
ML-KEM-512,3564.8,5760.1,7085.3
