algorithm,keygen_us,encaps_us,decaps_us
Kyber768,7713.4,8184.0,13023.8
Kyber768,6377.6,9710.8,12404.5
Kyber768,6387.1,9539.2,10992.1
Kyber768,6369.4,8055.4,12097.5
Kyber768,6478.1,8074.0,12462.1
Kyber768,7636.7,8354.6,13359.6
Kyber768,6994.0,8510.5,11790.0
Kyber768,6640.5,9497.6,11960.1
Kyber768,8116.9,8301.9,14827.3
Kyber768,7563.4,8210.2,11696.0
Kyber768,6358.1,9720.2,12045.3
Kyber768,6366.7,8211.7,10960.5
Kyber768,7451.4,8268.5,12666.2
Kyber768,6613.1,11710.5,12632.1
Kyber768,6600.9,10733.4,12255.5
Kyber768,9720.9,9925.6,19067.9
Kyber768,8676.8,10930.9,15849.0
Kyber768,6877.3,10555.4,13215.4
Kyber768,6608.4,17596.4,16325.9
Kyber768,12822.9,14009.0,14462.6
Kyber768,19387.6,16864.8,11682.0
Kyber768,6639.9,9681.0,11477.8
Kyber768,7292.3,8411.7,11713.6
Kyber768,6646.0,8601.6,15448.2
Kyber768,6710.6,9882.5,12983.6
Kyber768,6663.7,8377.5,11920.6
Kyber768,9223.7,8367.2,12734.6
Kyber768,6833.4,8433.7,14636.1
Kyber768,6878.5,8935.2,11391.4
Kyber768,8926.1,8483.0,24579.9
Kyber768,6622.7,12185.0,11573.1
Kyber768,6632.7,11532.6,11693.9
Kyber768,7847.9,8541.6,23600.0
Kyber768,6660.7,8684.0,13885.3
Kyber768,7428.6,10363.0,12114.6
Kyber768,9788.9,8649.2,12562.7
Kyber768,8026.8,8372.7,12606.3
Kyber768,6558.1,9457.9,15035.4
Kyber768,6318.8,8160.1,11523.6
Kyber768,6611.4,8182.9,14521.2
Kyber768,8890.6,8069.6,16908.0
Kyber768,13413.8,17105.3,19319.5
Kyber768,11092.3,16453.3,17393.4
Kyber768,7810.8,8375.8,11139.6
Kyber768,6385.7,8058.9,12159.9
Kyber768,7674.3,8056.2,11309.8
Kyber768,6348.1,9907.2,13588.0
Kyber768,6366.4,9817.8,11352.2
Kyber768,6486.9,8355.7,13271.0
Kyber768,7529.7,8379.1,11589.2
Kyber768,7094.5,11153.6,11836.4
Kyber768,7338.2,8523.3,11840.1
Kyber768,7175.0,8852.3,11477.2
Kyber768,6637.7,10275.7,11483.4
Kyber768,6626.2,10355.1,12939.5
Kyber768,7772.7,8420.7,12868.6
Kyber768,6408.3,8038.4,11267.7
Kyber768,8562.3,8222.2,10938.0
Kyber768,9035.5,9890.8,15303.7
Kyber768,9491.1,8487.9,14352.5
Kyber768,7891.0,8667.0,12158.5
Kyber768,6623.9,10364.5,11480.9
Kyber768,6623.1,12397.3,13177.0
Kyber768,7162.3,8124.6,13818.5
Kyber768,6764.1,10910.3,11378.1
Kyber768,6382.9,8631.6,11102.3
Kyber768,8468.1,8335.1,12720.7
Kyber768,8337.0,8150.1,15243.6
Kyber768,6967.7,9310.5,11647.6
Kyber768,6480.5,9224.6,11814.6
Kyber768,7207.0,8109.2,11520.8
Kyber768,7641.2,8552.2,16168.1
Kyber768,6624.1,8515.5,12398.1
Kyber768,6921.6,9622.5,10933.7
Kyber768,8178.7,7976.7,12302.6
Kyber768,6552.1,10770.0,11041.7
Kyber768,10005.0,11294.3,12228.2
Kyber768,6412.0,10205.9,12805.6
Kyber768,8810.8,8532.1,11218.6
Kyber768,6743.5,8079.5,13328.4
Kyber768,6385.5,9874.6,11723.4
Kyber768,8779.4,8610.1,11671.2
Kyber768,6890.1,8095.7,11252.4
Kyber768,6456.3,9413.6,11398.4
Kyber768,8219.1,9353.7,10981.7
Kyber768,7931.3,8432.5,12647.5
Kyber768,6445.2,10037.9,12492.3
Kyber768,6458.2,8569.2,10986.3
Kyber768,11843.9,8551.8,12496.1
Kyber768,7775.5,8089.3,11739.8
Kyber768,6384.8,9727.0,11817.5
Kyber768,6366.8,8537.9,10951.3
Kyber768,10641.1,9070.3,11506.2
Kyber768,6460.9,8381.1,13084.5
Kyber768,6435.8,8568.3,10993.5
Kyber768,8653.3,9657.4,20792.0
Kyber768,6481.7,9562.8,10984.3
Kyber768,12344.4,9642.7,11119.8
Kyber768,8246.0,8255.5,13408.1
Kyber768,7770.1,10666.4,12626.9
Kyber768,6414.0,10974.5,12394.2
Kyber768,6417.6,9959.7,10998.9
Kyber768,6609.9,8062.2,11582.9
Kyber768,6376.9,8674.4,12355.2
Kyber768,7417.5,9237.0,11027.6
Kyber768,6906.2,8070.0,11110.7
Kyber768,6390.0,10799.2,12372.8
Kyber768,6262.9,8971.8,10568.6
Kyber768,6200.6,7743.0,15639.8
Kyber768,6178.2,10149.0,11940.6
Kyber768,6182.6,7840.3,10534.0
Kyber768,6138.4,8271.9,12229.0
Kyber768,6145.7,8098.4,10925.2
Kyber768,7421.2,8382.3,12408.9
Kyber768,6392.9,9485.8,13932.8
Kyber768,6396.0,9978.4,10968.0
Kyber768,8092.5,8094.5,12874.6
Kyber768,9622.4,11754.8,16917.8
Kyber768,7084.6,9107.6,12417.9
Kyber768,9781.0,8217.2,13524.3
Kyber768,7221.3,8515.5,11064.3
Kyber768,6368.8,10924.9,13720.4
Kyber768,6423.0,9399.8,14453.3
Kyber768,8698.8,10244.1,11096.6
Kyber768,7283.5,8101.1,12361.0
Kyber768,6797.2,8738.7,12612.1
Kyber768,7601.6,8158.9,12181.6
Kyber768,6502.5,10420.1,11138.0
Kyber768,7198.4,10353.5,11550.0
Kyber768,6656.9,9090.5,15294.0
Kyber768,6928.5,8455.4,13123.2
Kyber768,6946.0,8726.9,14999.0
Kyber768,7523.8,11633.7,12836.5
Kyber768,6713.2,17666.9,26059.7
Kyber768,6725.1,22008.0,11518.8
Kyber768,7789.3,8403.1,11638.9
Kyber768,7587.1,10187.6,12244.7
Kyber768,6705.6,11112.8,11280.1
Kyber768,6404.1,8089.5,13141.8
Kyber768,6470.3,8069.8,11450.2
Kyber768,6528.8,12941.2,11274.7
Kyber768,7178.4,10680.1,11315.4
Kyber768,12596.0,8727.3,11049.0
Kyber768,8072.3,8349.3,11078.6
Kyber768,6641.0,9889.2,10962.9
Kyber768,6411.9,9988.4,11299.9
Kyber768,6693.1,8435.6,12222.4
Kyber768,6823.1,8439.9,11736.6
Kyber768,6703.7,8504.4,14194.4
Kyber768,8074.4,8507.5,12992.3
Kyber768,7097.2,8555.7,13175.0
Kyber768,6692.2,8789.0,11783.1
Kyber768,6701.3,8068.1,11261.4
Kyber768,7377.3,11053.6,13375.6
Kyber768,6462.2,9128.1,11271.7
Kyber768,7227.4,8090.6,11052.9
Kyber768,7336.2,10548.3,11480.9
Kyber768,6401.8,20818.9,14273.0
Kyber768,7970.5,8136.5,11041.9
Kyber768,6245.3,8018.3,10575.1
Kyber768,6157.6,7748.3,10709.2
Kyber768,6137.1,11184.0,12833.0
Kyber768,6208.6,10334.2,11780.9
Kyber768,7255.3,7771.3,11119.7
Kyber768,6154.0,20961.9,17657.7
Kyber768,9902.5,10313.5,11388.2
Kyber768,6167.2,7769.0,12521.0
Kyber768,9820.0,7997.7,11680.9
Kyber768,6338.4,7932.0,10484.3
Kyber768,7509.0,7862.0,10820.5
Kyber768,6446.2,9430.0,13692.1
Kyber768,6437.7,8635.4,11281.3
Kyber768,6513.2,8137.9,11044.3
Kyber768,6762.8,8189.6,12284.7
Kyber768,6578.6,8194.3,13891.9
Kyber768,6489.8,8072.5,11557.7
Kyber768,6414.2,8097.0,11040.2
Kyber768,6743.4,8115.1,11452.7
Kyber768,8108.7,10288.9,13743.0
Kyber768,6713.1,9556.8,12310.8
Kyber768,6722.6,8442.7,11457.0
Kyber768,6510.0,8063.6,11506.9
Kyber768,6415.9,11250.8,13715.0
Kyber768,6747.8,8979.5,11613.8
Kyber768,9438.4,8131.3,11389.2
Kyber768,6401.6,8902.5,12740.7
Kyber768,6478.7,9463.4,12861.7
Kyber768,6694.0,8182.1,12363.6
Kyber768,6431.2,8095.5,12267.6
Kyber768,6187.2,9181.7,10864.1
Kyber768,9255.9,7730.0,10952.0
Kyber768,6166.2,11149.4,12421.7
Kyber768,6362.1,8811.2,19481.3
Kyber768,7027.0,15252.3,14279.5
Kyber768,7581.5,9243.7,13742.9
Kyber768,6507.7,11568.5,11755.0
Kyber768,6396.0,11368.8,12824.1
Kyber768,6393.9,8438.7,10952.7
Kyber768,6602.6,8084.1,17146.3
Kyber768,8419.6,9914.0,11704.8
Kyber768,6391.1,10029.9,16657.1
Kyber768,6451.3,11517.1,11655.9
Kyber768,8179.6,10609.8,14055.7
Kyber768,7937.4,8129.0,12397.6
Kyber768,7091.8,9815.0,12309.2
Kyber768,6444.4,10416.2,11209.8
Kyber768,6450.0,9076.6,13963.3
Kyber768,7886.6,8096.9,13251.7
Kyber768,6721.6,9766.6,11218.5
Kyber768,6476.7,16269.2,34807.2
Kyber768,7415.0,8640.7,11978.9
Kyber768,6770.8,8927.0,11828.5
Kyber768,6785.5,9349.0,11549.1
Kyber768,8041.8,8439.9,13222.0
Kyber768,7339.3,12087.4,11910.5
Kyber768,6761.3,9622.9,12261.4
Kyber768,6724.8,8421.7,11932.6
Kyber768,10705.8,15535.8,11604.6
Kyber768,6723.1,8737.6,11482.3
Kyber768,6956.9,8441.6,12523.5
Kyber768,6712.1,9648.7,13815.1
Kyber768,6828.5,8628.7,12553.9
Kyber768,8747.1,8768.6,12901.0
Kyber768,6721.8,11438.4,11830.3
Kyber768,6725.1,9073.1,11558.8
Kyber768,6739.1,9109.0,11494.8
Kyber768,10560.5,8284.3,11482.5
Kyber768,6466.5,9121.8,12105.7
Kyber768,6436.1,8541.7,32679.0
Kyber768,7171.0,8295.7,10977.0
Kyber768,11139.6,8203.9,12091.1
Kyber768,7837.1,12940.7,12139.5
Kyber768,6434.0,9906.8,14942.1
Kyber768,9145.4,8725.4,11286.5
Kyber768,8955.7,8364.8,14251.8
Kyber768,8350.8,8188.2,12570.7
Kyber768,6571.6,9376.1,12387.8
Kyber768,6457.0,10550.0,13886.0
Kyber768,7515.9,9894.9,20088.6
Kyber768,6489.3,8999.6,11289.1
Kyber768,6575.0,8165.6,13775.4
Kyber768,8597.7,8195.0,13051.3
Kyber768,7021.9,11603.4,12013.3
Kyber768,6446.9,9062.2,14283.5
Kyber768,6466.2,12131.2,12291.3
Kyber768,8484.3,9079.1,11753.3
Kyber768,8198.3,8364.3,12374.2
Kyber768,6487.1,8511.9,12994.0
Kyber768,8082.0,8622.5,11069.7
Kyber768,7674.2,8114.1,12203.8
Kyber768,6567.1,9397.6,12738.5
Kyber768,6524.3,11344.4,11313.8
Kyber768,7020.7,8197.2,12388.3
Kyber768,7380.9,8780.5,12633.2
Kyber768,6460.9,12583.3,11200.1
Kyber768,6654.2,8957.1,11912.7
Kyber768,7985.3,7935.7,11026.7
Kyber768,6135.7,8426.1,10972.1
Kyber768,6171.2,9014.0,12183.8
Kyber768,7240.5,9540.7,11748.9
Kyber768,6195.6,8990.1,10609.7
Kyber768,10266.0,9061.0,10643.3
Kyber768,6440.5,7798.6,13835.8
Kyber768,6326.8,8222.1,11200.0
Kyber768,6912.4,8132.5,11404.1
Kyber768,7135.0,10171.2,11259.0
Kyber768,6435.3,11571.5,14552.5
Kyber768,9633.1,17914.0,18879.0
Kyber768,18301.3,11733.5,12569.0
Kyber768,9953.4,12081.1,13404.8
Kyber768,6835.3,8335.0,12344.2
Kyber768,6470.5,8963.4,11023.3
Kyber768,10292.1,13834.6,12237.0
Kyber768,6571.9,9712.5,16571.6
Kyber768,6753.5,10722.4,16871.5
Kyber768,6726.2,9145.2,11081.1
Kyber768,7459.7,8147.3,11194.4
Kyber768,6436.8,9520.9,13323.2
Kyber768,6807.3,10519.2,11527.3
Kyber768,11513.2,9927.3,11568.7
Kyber768,6983.7,8490.5,13683.7
Kyber768,9084.5,10885.2,13811.4
Kyber768,7190.4,9695.6,17441.2
Kyber768,8660.3,8481.2,13348.5
Kyber768,6747.2,9644.6,12895.6
Kyber768,6737.2,10629.9,11732.9
Kyber768,7358.4,8636.0,12721.5
Kyber768,7688.2,8462.6,11569.2
Kyber768,6695.6,8489.2,12670.9
Kyber768,6997.9,9404.1,11042.7
Kyber768,7402.4,8104.4,14333.4
Kyber768,7306.7,8463.6,12111.0
Kyber768,6467.8,8221.0,11002.3
Kyber768,7696.0,8145.3,11146.5
Kyber768,6428.4,12387.1,13281.3
Kyber768,6443.5,11722.8,15211.2
Kyber768,11962.0,8146.4,11599.2
Kyber768,6419.0,9321.1,11006.0
Kyber768,10165.6,10085.4,13147.5
Kyber768,7218.4,7883.1,14120.5
Kyber768,6362.0,7834.4,12739.3
Kyber768,18283.3,9596.2,12914.7
Kyber768,6426.1,9487.7,12529.8
Kyber768,6207.7,8239.5,10538.1
Kyber768,16311.9,24723.7,18995.4
Kyber768,6428.5,13063.5,12796.7
Kyber768,6422.6,9205.7,11060.5
Kyber768,6441.0,8069.6,12786.2
Kyber768,6588.8,8264.1,12896.3
Kyber768,6759.8,8416.7,11008.3
Kyber768,7761.7,8109.9,11138.6
Kyber768,6237.3,8390.7,10723.6
Kyber768,6171.7,7787.1,11713.3
Kyber768,6358.9,7803.4,17177.0
Kyber768,7550.6,7780.8,10720.2
Kyber768,6199.5,8053.4,10560.8
Kyber768,7244.8,7802.3,25580.6
Kyber768,14859.2,19321.9,11954.7
Kyber768,8054.1,8165.6,17621.3
Kyber768,6952.1,8117.6,12163.0
Kyber768,6422.6,8287.9,11467.4
Kyber768,16401.9,11250.8,12779.9
Kyber768,6424.3,9562.0,10948.2
Kyber768,9845.9,8263.4,11022.2
Kyber768,9087.6,8210.3,14886.3
Kyber768,6645.1,10580.4,12281.5
Kyber768,6451.3,9307.4,11079.5
Kyber768,6441.9,8069.6,12540.9
Kyber768,6495.0,8118.2,15332.3
Kyber768,6487.7,8621.5,14053.0
Kyber768,6460.6,11842.2,32935.2
Kyber768,18923.8,23264.0,19566.6
Kyber768,7443.0,7802.5,11759.1
Kyber768,6812.5,9335.3,11706.6
Kyber768,6229.6,8451.5,10634.1
Kyber768,6374.3,9713.4,12387.8
Kyber768,6713.5,8978.6,11266.1
Kyber768,6220.8,10086.5,13963.7
Kyber768,6850.5,10661.3,17101.4
Kyber1024,9533.1,11195.5,14899.2
Kyber1024,9531.8,11211.4,15079.1
Kyber1024,9300.7,30241.2,49536.9
Kyber1024,9795.0,12028.9,15568.2
Kyber1024,13697.1,13248.1,19182.1
Kyber1024,13286.3,24771.3,18191.8
Kyber1024,11213.0,11684.8,18605.0
Kyber1024,22047.5,13273.4,16176.4
Kyber1024,10442.0,15207.8,20572.7
Kyber1024,12898.2,15226.8,18547.2
Kyber1024,14200.7,12872.3,16682.0
Kyber1024,11873.6,14830.7,18293.1
Kyber1024,16395.5,17033.7,17689.4
Kyber1024,10116.6,17692.3,16298.8
Kyber1024,11319.2,14045.6,18596.7
Kyber1024,10144.0,13437.3,16990.7
Kyber1024,10874.2,13466.2,21063.9
Kyber1024,12943.6,16696.5,31757.5
Kyber1024,10717.1,15973.5,23176.3
Kyber1024,11260.7,14381.9,17914.0
Kyber1024,10656.2,13493.2,16513.7
Kyber1024,11364.0,19644.6,32996.9
Kyber1024,14351.1,12282.8,17889.5
Kyber1024,10034.9,11615.8,16395.4
Kyber1024,12435.0,13633.3,18531.1
Kyber1024,12717.0,13048.1,16343.4
Kyber1024,9756.7,14803.5,17362.4
Kyber1024,13663.1,18957.3,16163.7
Kyber1024,11519.3,13072.9,17645.3
Kyber1024,10117.5,12004.5,16569.7
Kyber1024,11859.9,11877.6,16724.1
Kyber1024,14620.9,22232.6,16503.1
Kyber1024,9756.1,13440.5,20656.2
Kyber1024,13217.6,15392.6,17561.2
Kyber1024,11035.5,11797.5,43179.6
Kyber1024,16661.2,12788.5,16632.5
Kyber1024,9683.7,12235.1,17255.5
Kyber1024,9804.6,12534.3,17817.6
Kyber1024,19224.9,32874.7,16583.8
Kyber1024,9716.3,17547.9,26099.6
Kyber1024,9770.1,12386.1,15608.7
Kyber1024,9811.7,11585.4,16774.9
Kyber1024,9870.4,13183.7,15799.9
Kyber1024,9690.2,12950.7,22381.2
Kyber1024,11286.2,11760.0,15548.4
Kyber1024,9661.1,14106.5,16303.5
Kyber1024,12430.2,13226.5,15531.4
Kyber1024,10275.8,11753.0,15524.2
Kyber1024,23520.0,16215.4,15792.4
Kyber1024,9888.2,11584.5,16503.8
Kyber1024,10557.6,13286.3,17220.7
Kyber1024,14552.3,12609.9,18089.1
Kyber1024,9813.9,14700.3,16936.1
Kyber1024,12272.2,12084.9,16342.5
Kyber1024,11526.8,12108.3,16656.4
Kyber1024,9794.6,11573.7,17082.3
Kyber1024,11731.2,12397.3,16286.0
Kyber1024,10625.4,12986.0,16774.1
Kyber1024,12728.0,12674.1,17796.3
Kyber1024,9858.1,12229.8,16544.6
Kyber1024,14342.8,14283.4,19057.9
Kyber1024,11358.7,11604.3,15439.2
Kyber1024,10163.7,11711.8,15462.6
Kyber1024,9688.4,13437.4,15970.0
Kyber1024,14026.1,12041.7,16577.1
Kyber1024,9707.7,11846.7,17297.4
Kyber1024,11000.0,12461.7,18725.2
Kyber1024,11353.2,13868.3,21550.1
Kyber1024,12340.4,23060.3,30161.4
Kyber1024,12201.9,16682.9,17144.1
Kyber1024,10139.2,13209.7,30181.8
Kyber1024,10648.8,17522.6,18366.3
Kyber1024,10135.7,12130.4,17067.6
Kyber1024,10219.1,13601.4,17073.2
Kyber1024,10589.0,16315.7,15381.0
Kyber1024,12787.7,13414.8,18339.7
Kyber1024,9686.7,23952.4,17927.7
Kyber1024,9735.2,13442.6,17383.4
Kyber1024,11592.8,12686.2,17465.7
Kyber1024,9693.8,13054.5,15516.1
Kyber1024,11104.0,12141.9,15401.4
Kyber1024,9682.3,12140.4,15375.7
Kyber1024,10836.1,29834.0,20760.8
Kyber1024,11093.9,12604.8,16289.5
Kyber1024,10089.6,12203.9,19806.2
Kyber1024,11430.3,12657.0,16252.2
Kyber1024,9685.7,11829.1,17059.5
Kyber1024,9775.4,11592.3,20919.9
Kyber1024,11707.2,25299.3,17921.2
Kyber1024,10091.9,13288.3,16529.5
Kyber1024,14675.1,14003.4,17304.7
Kyber1024,11339.9,12128.2,18750.4
Kyber1024,26159.7,13828.0,16769.0
Kyber1024,9894.7,13131.5,15691.6
Kyber1024,10679.2,11931.7,16345.1
Kyber1024,9678.9,13140.6,16461.6
Kyber1024,11106.9,14650.3,16631.6
Kyber1024,9687.7,13916.0,16684.6
Kyber1024,12582.7,14706.7,19733.5
Kyber1024,11292.0,12034.0,17890.1
Kyber1024,10372.6,12910.4,16156.2
Kyber1024,10099.3,14892.5,17323.3
Kyber1024,12815.8,14230.7,18574.1
Kyber1024,10221.5,13162.6,18005.2
Kyber1024,12421.6,12696.1,18000.8
Kyber1024,10136.4,13415.0,15571.2
Kyber1024,10737.7,12869.0,16746.9
Kyber1024,9872.4,12008.3,16393.9
Kyber1024,10164.5,11592.8,16435.4
Kyber1024,9900.2,12605.7,17357.1
Kyber1024,11641.8,13748.3,16113.7
Kyber1024,10851.8,11097.6,15959.3
Kyber1024,9528.7,11545.7,14931.2
Kyber1024,9636.9,12639.3,15398.4
Kyber1024,10493.9,12107.4,15980.3
Kyber1024,11377.1,12203.6,16484.7
Kyber1024,9788.9,14638.3,18912.4
Kyber1024,10095.5,11606.5,15426.3
Kyber1024,11521.6,11821.5,15347.8
Kyber1024,9637.9,22209.1,28576.7
Kyber1024,10552.4,25039.8,37835.8
Kyber1024,10193.0,14721.1,15832.8
Kyber1024,11525.6,13555.8,17344.2
Kyber1024,19711.2,15112.1,30055.8
Kyber1024,10781.1,16057.7,20787.4
Kyber1024,13630.5,15694.7,16971.7
Kyber1024,11322.1,15100.3,36556.0
Kyber1024,12405.5,15199.9,19215.3
Kyber1024,13822.1,17500.0,46394.6
Kyber1024,29949.0,35649.6,16408.1
Kyber1024,13877.3,15718.1,17016.6
Kyber1024,13520.4,14017.2,15707.3
Kyber1024,9708.1,13658.5,15809.5
Kyber1024,10211.2,11604.5,18129.0
Kyber1024,12073.4,13353.2,17740.0
Kyber1024,10068.2,11633.4,16972.7
Kyber1024,13622.8,12248.1,18844.6
Kyber1024,10092.0,11629.8,16931.1
Kyber1024,10195.1,12005.8,15808.0
Kyber1024,9716.8,13401.2,27787.1
Kyber1024,10075.0,12037.2,15759.1
Kyber1024,13205.0,14179.8,17971.1
Kyber1024,9309.6,13375.9,27431.5
Kyber1024,9776.1,12080.7,17099.0
Kyber1024,17688.0,16117.9,16636.5
Kyber1024,12570.9,12468.9,19419.7
Kyber1024,10052.1,12793.7,18516.2
Kyber1024,12576.3,12848.4,16412.0
Kyber1024,9660.6,14126.8,18159.1
Kyber1024,10911.1,12663.4,16250.3
Kyber1024,19941.1,12729.4,16346.9
Kyber1024,9747.7,17459.0,17201.8
Kyber1024,11029.8,11831.3,16977.3
Kyber1024,9711.6,11861.3,17157.4
Kyber1024,10026.3,11707.1,21359.2
Kyber1024,9763.6,12768.7,21048.0
Kyber1024,11163.3,11934.2,15274.4
Kyber1024,9688.3,15123.3,15788.3
Kyber1024,11199.1,13363.0,16296.3
Kyber1024,10785.8,11677.4,17661.4
Kyber1024,9802.1,11651.0,17963.9
Kyber1024,11405.0,12406.0,15448.6
Kyber1024,9768.9,11979.3,15322.5
Kyber1024,9693.1,13381.5,15666.1
Kyber1024,10753.3,11656.3,17217.3
Kyber1024,10872.6,12011.6,16360.4
Kyber1024,9890.8,11661.6,19194.9
Kyber1024,12118.1,15813.5,16631.7
Kyber1024,11498.2,18021.8,20900.3
Kyber1024,17203.1,21383.4,19716.1
Kyber1024,10198.8,13894.7,15585.2
Kyber1024,11203.0,14764.1,43810.5
Kyber1024,14108.4,13154.3,16338.9
Kyber1024,9729.2,12864.6,18077.9
Kyber1024,10091.0,11696.7,16911.4
Kyber1024,9950.4,12674.3,24077.6
Kyber1024,10288.7,13456.7,18651.6
Kyber1024,11287.7,12095.9,15855.8
Kyber1024,10413.9,13178.8,16876.8
Kyber1024,9926.5,11592.1,24242.5
Kyber1024,10221.0,13139.3,16367.9
Kyber1024,9706.3,12558.9,15452.0
Kyber1024,10599.1,11642.0,30192.4
Kyber1024,10736.5,18587.9,17336.6
Kyber1024,9766.2,12923.9,16433.5
Kyber1024,12182.0,13032.7,16208.1
Kyber1024,10113.9,15123.2,16083.3
Kyber1024,11898.8,12158.4,20047.1
Kyber1024,10305.1,12674.4,28423.5
Kyber1024,12315.4,12871.9,15933.1
Kyber1024,9760.7,14248.8,17268.9
Kyber1024,9715.5,13508.2,15371.4
Kyber1024,10656.1,11750.1,15602.1
Kyber1024,10601.3,14116.9,15951.9
Kyber1024,11217.6,12868.0,16698.8
Kyber1024,10113.5,12120.8,16236.4
Kyber1024,13426.7,13379.1,16389.4
Kyber1024,11127.7,12144.5,17473.0
Kyber1024,9722.9,12852.4,16737.3
Kyber1024,10015.4,12182.7,22280.4
Kyber1024,11866.6,13015.3,16868.6
Kyber1024,10807.5,11681.4,16692.1
Kyber1024,9761.0,18968.3,19791.0
Kyber1024,11214.8,15270.0,16926.7
Kyber1024,9850.4,11599.4,16359.1
Kyber1024,13336.7,12313.2,16603.7
Kyber1024,9927.8,11609.6,17082.6
Kyber1024,9899.0,11688.8,15485.1
Kyber1024,9695.0,15296.7,16628.0
Kyber1024,10276.5,12733.8,15437.4
Kyber1024,9824.5,12361.4,16097.1
Kyber1024,22267.7,11888.0,15997.0
Kyber1024,10218.5,12158.4,22807.9
Kyber1024,23705.6,11169.4,18973.6
Kyber1024,11914.3,13115.1,16973.1
Kyber1024,9482.5,11157.9,15238.0
Kyber1024,9826.9,12058.3,17385.4
Kyber1024,9972.4,12871.1,17084.6
Kyber1024,9729.7,12842.4,19542.0
Kyber1024,10809.0,14421.2,16699.2
Kyber1024,14072.0,22581.0,41777.1
Kyber1024,11141.5,13181.9,18671.9
Kyber1024,12936.1,14905.8,16830.3
Kyber1024,10178.6,12061.6,18683.0
Kyber1024,13099.0,15174.3,16582.4
Kyber1024,11036.7,12141.1,16931.0
Kyber1024,11258.3,11801.4,16359.1
Kyber1024,10386.8,12739.3,15637.1
Kyber1024,9956.8,15947.9,16927.9
Kyber1024,9995.0,12390.4,17745.2
Kyber1024,11072.8,13282.0,16870.2
Kyber1024,10119.0,12456.4,16791.3
Kyber1024,15121.1,13242.2,19062.1
Kyber1024,10201.8,13500.2,17291.2
Kyber1024,10942.4,13946.5,19246.7
Kyber1024,10296.8,13470.9,22980.3
Kyber1024,15021.5,12471.7,17833.3
Kyber1024,13287.4,13429.8,18895.2
Kyber1024,10965.3,12402.9,18290.5
Kyber1024,10749.0,12610.6,16501.1
Kyber1024,13272.8,13938.7,16921.8
Kyber1024,10327.6,20725.9,15892.9
Kyber1024,11311.7,13363.7,17105.5
Kyber1024,11335.8,11639.0,16276.2
Kyber1024,10772.7,13437.3,16890.3
Kyber1024,9861.9,12601.3,15697.6
Kyber1024,11318.4,12862.3,15107.5
Kyber1024,15312.9,16165.3,18799.4
Kyber1024,10771.1,14549.7,15715.7
Kyber1024,9522.2,11398.0,17532.1
Kyber1024,12764.1,14838.2,16369.1
Kyber1024,9921.0,11913.7,16111.3
Kyber1024,14139.1,12684.7,22633.6
Kyber1024,24755.2,14328.1,18319.3
Kyber1024,14297.8,29626.2,19902.4
Kyber1024,11900.2,13195.2,16805.3
Kyber1024,10928.4,11653.9,15998.9
Kyber1024,10873.0,15957.7,25608.9
Kyber1024,10633.6,14507.5,16907.8
Kyber1024,10439.7,13095.4,17602.8
Kyber1024,10543.2,14575.3,16646.0
Kyber1024,10632.8,11882.3,17189.5
Kyber1024,11143.0,13020.5,15898.6
Kyber1024,10032.8,13614.1,16250.2
Kyber1024,9956.4,11735.2,17129.2
Kyber1024,12995.9,12213.5,15418.1
Kyber1024,12390.8,14379.8,18525.2
Kyber1024,10151.3,11783.2,15778.8
Kyber1024,9731.9,12273.8,15420.2
Kyber1024,12524.4,14833.6,17472.6
Kyber1024,9737.3,14424.1,16969.3
Kyber1024,13969.7,15397.4,32892.3
Kyber1024,14242.1,16495.6,18106.0
Kyber1024,10833.0,12237.7,17428.3
Kyber1024,14022.1,12789.5,16546.8
Kyber1024,12119.7,12809.9,16443.6
Kyber1024,10301.1,18699.7,17083.2
Kyber1024,26696.7,39433.6,17918.9
Kyber1024,12414.2,12385.8,19816.8
Kyber1024,12889.0,12194.4,15966.4
Kyber1024,13096.5,13070.3,18435.8
Kyber1024,10549.2,18110.9,17853.3
Kyber1024,10122.7,14574.7,19396.8
Kyber1024,11434.2,12268.7,16352.2
Kyber1024,10508.1,14102.5,16552.1
Kyber1024,13798.0,14352.2,16047.1
Kyber1024,11125.3,11846.0,15322.1
Kyber1024,15203.5,12054.4,17038.9
Kyber1024,9745.2,11520.0,15646.2
Kyber1024,9638.5,14418.4,16926.6
Kyber1024,10431.3,13563.5,15601.6
Kyber1024,11519.5,11616.1,16203.7
Kyber1024,13091.7,13086.1,16275.6
Kyber1024,10653.1,11608.8,15530.8
Kyber1024,10861.8,12442.8,14796.2
Kyber1024,9304.0,13990.2,16147.6
Kyber1024,9939.4,11442.8,16230.3
Kyber1024,9261.0,11083.1,16344.6
Kyber1024,9238.1,11452.4,15190.9
Kyber1024,9290.3,14633.6,17027.2
Kyber1024,9446.4,13218.7,14785.7
Kyber1024,10835.9,11251.7,14691.7
Kyber1024,9962.7,15633.6,16582.6
Kyber1024,9279.7,12540.6,15941.6
Kyber1024,9972.6,11629.0,15716.1
Kyber1024,11503.8,15163.1,19135.2
Kyber1024,13485.4,11643.9,17316.6
Kyber1024,9705.1,11710.4,16052.5
Kyber1024,12888.2,14099.5,16421.6
Kyber1024,10162.5,12598.4,16426.4
Kyber1024,9757.6,12486.1,15278.3
