algorithm,count,compression_ratio_median,compression_ratio_mean,compression_ratio_std,throughput_MBps_median,throughput_MBps_mean,throughput_MBps_std
brotli,75,1.1002865329512894,1.1092405041615043,0.055127527027516283,2.969779514809498,2.8461258816480224,0.5342432690614682
bz2,75,1.05967575025871,1.0694524555799414,0.07214193775333591,1.7779387945623488,1.6782679224892896,0.2823329059797842
gzip,75,1.05967575025871,1.0815170600911075,0.05313400893232095,12.408672522605702,12.255097124758795,1.3571640227822348
lz4,75,0.9925686591276252,0.9959626007667107,0.007290173530710303,437.267260327527,409.0759906157301,89.97075512680114
vae,75,11.294117647058824,11.294117647058824,0.0,0.565085837747578,0.596912821441268,0.12100486872824436
zstd,75,1.0466780238500852,1.062102779889167,0.04823086513089489,61.80773793296542,58.09181320055635,17.17668861196687
