algorithm,keygen_us,encaps_us,decaps_us
Kyber512,3836.0,5291.15,7724.3
Kyber768,6721.700000000001,8774.55,12159.2
Kyber1024,10641.2,12964.5,16927.300000000003
ML-KEM-512,3914.2,5401.9,7882.799999999999
ML-KEM-768,7065.0,9188.7,12634.15
ML-KEM-1024,11338.45,13686.5,17882.25
