path,pipeline,description,size_mb,throughput_mbps
data\user_data\D1\PXL_20260405_100737151.MP.jpg,A,zstd + AES + KEM,6.2489519119262695,91.57744661892649
data\user_data\D1\PXL_20260405_100737151.MP.jpg,B,raw + AES + KEM,6.2489519119262695,150.63087369293387
data\user_data\D1\PXL_20260405_100737151.MP.jpg,C,raw + AES,6.2489519119262695,757.9080517199175
data\user_data\D1\PXL_20260405_100737151.MP.jpg,D,gzip + AES + KEM,6.2489519119262695,17.74161074822494
data\user_data\D1\PXL_20260405_100812801.jpg,A,zstd + AES + KEM,6.164623260498047,92.61085823895259
data\user_data\D1\PXL_20260405_100812801.jpg,B,raw + AES + KEM,6.164623260498047,144.81110576041868
data\user_data\D1\PXL_20260405_100812801.jpg,C,raw + AES,6.164623260498047,757.7715668999724
data\user_data\D1\PXL_20260405_100812801.jpg,D,gzip + AES + KEM,6.164623260498047,17.150670433554094
data\user_data\D1\PXL_20260405_100828429.MP.jpg,A,zstd + AES + KEM,6.417702674865723,98.71201880358562
data\user_data\D1\PXL_20260405_100828429.MP.jpg,B,raw + AES + KEM,6.417702674865723,160.56459604333156
data\user_data\D1\PXL_20260405_100828429.MP.jpg,C,raw + AES,6.417702674865723,764.8043434861456
data\user_data\D1\PXL_20260405_100828429.MP.jpg,D,gzip + AES + KEM,6.417702674865723,17.626417110557746
data\user_data\D1\PXL_20260405_100830981.MP.jpg,A,zstd + AES + KEM,6.645846366882324,98.19048686981236
data\user_data\D1\PXL_20260405_100830981.MP.jpg,B,raw + AES + KEM,6.645846366882324,164.7776805121279
data\user_data\D1\PXL_20260405_100830981.MP.jpg,C,raw + AES,6.645846366882324,792.9468804948838
data\user_data\D1\PXL_20260405_100830981.MP.jpg,D,gzip + AES + KEM,6.645846366882324,17.006039680992885
data\user_data\D1\PXL_20260405_100843422.MP.jpg,A,zstd + AES + KEM,6.2457475662231445,92.30409802899949
data\user_data\D1\PXL_20260405_100843422.MP.jpg,B,raw + AES + KEM,6.2457475662231445,136.66664269697318
data\user_data\D1\PXL_20260405_100843422.MP.jpg,C,raw + AES,6.2457475662231445,716.3458216157
data\user_data\D1\PXL_20260405_100843422.MP.jpg,D,gzip + AES + KEM,6.2457475662231445,17.44955618905995
data\user_data\D1\PXL_20260405_100902851.TS-000.MP.jpg,A,zstd + AES + KEM,6.679649353027344,96.85676561411967
data\user_data\D1\PXL_20260405_100902851.TS-000.MP.jpg,B,raw + AES + KEM,6.679649353027344,161.61823567495173
data\user_data\D1\PXL_20260405_100902851.TS-000.MP.jpg,C,raw + AES,6.679649353027344,759.206355327595
data\user_data\D1\PXL_20260405_100902851.TS-000.MP.jpg,D,gzip + AES + KEM,6.679649353027344,17.645467447006023
data\user_data\D1\PXL_20260405_110024188.mp4,A,zstd + AES + KEM,16.0,158.66845438796494
data\user_data\D1\PXL_20260405_110024188.mp4,B,raw + AES + KEM,16.0,298.2503887283115
data\user_data\D1\PXL_20260405_110024188.mp4,C,raw + AES,16.0,767.165323488238
data\user_data\D1\PXL_20260405_110024188.mp4,D,gzip + AES + KEM,16.0,19.161385210040724
data\user_data\D1\PXL_20260405_110559809.mp4,A,zstd + AES + KEM,16.0,158.89819994559812
data\user_data\D1\PXL_20260405_110559809.mp4,B,raw + AES + KEM,16.0,277.65533939475205
data\user_data\D1\PXL_20260405_110559809.mp4,C,raw + AES,16.0,736.3329687035854
data\user_data\D1\PXL_20260405_110559809.mp4,D,gzip + AES + KEM,16.0,18.92288569176023
data\user_data\D1\PXL_20260405_142459483.mp4,A,zstd + AES + KEM,16.0,168.12055917771465
data\user_data\D1\PXL_20260405_142459483.mp4,B,raw + AES + KEM,16.0,294.97491832285885
data\user_data\D1\PXL_20260405_142459483.mp4,C,raw + AES,16.0,761.9882159931478
data\user_data\D1\PXL_20260405_142459483.mp4,D,gzip + AES + KEM,16.0,19.34655791276681
data\user_data\D1\PXL_20260405_142548278.mp4,A,zstd + AES + KEM,16.0,156.33182998254205
data\user_data\D1\PXL_20260405_142548278.mp4,B,raw + AES + KEM,16.0,281.38497702687806
data\user_data\D1\PXL_20260405_142548278.mp4,C,raw + AES,16.0,732.9531126392965
data\user_data\D1\PXL_20260405_142548278.mp4,D,gzip + AES + KEM,16.0,19.042418651851143
data\user_data\D1\PXL_20260405_142812330.mp4,A,zstd + AES + KEM,16.0,162.44182552532573
data\user_data\D1\PXL_20260405_142812330.mp4,B,raw + AES + KEM,16.0,279.4335182992369
data\user_data\D1\PXL_20260405_142812330.mp4,C,raw + AES,16.0,741.6437603196327
data\user_data\D1\PXL_20260405_142812330.mp4,D,gzip + AES + KEM,16.0,19.518141014950363
data\user_data\D1\PXL_20260405_143125404.jpg,A,zstd + AES + KEM,6.174304962158203,86.45512250290594
data\user_data\D1\PXL_20260405_143125404.jpg,B,raw + AES + KEM,6.174304962158203,130.2054833797339
data\user_data\D1\PXL_20260405_143125404.jpg,C,raw + AES,6.174304962158203,716.4179695181048
data\user_data\D1\PXL_20260405_143125404.jpg,D,gzip + AES + KEM,6.174304962158203,15.632101601094854
data\user_data\D1\PXL_20260405_143129513.MP.jpg,A,zstd + AES + KEM,6.417737007141113,86.39658452409527
data\user_data\D1\PXL_20260405_143129513.MP.jpg,B,raw + AES + KEM,6.417737007141113,129.37733876373593
data\user_data\D1\PXL_20260405_143129513.MP.jpg,C,raw + AES,6.417737007141113,587.3391105773758
data\user_data\D1\PXL_20260405_143129513.MP.jpg,D,gzip + AES + KEM,6.417737007141113,14.283326229505448
data\user_data\D1\PXL_20260405_143232056.mp4,A,zstd + AES + KEM,16.0,143.74722046227978
data\user_data\D1\PXL_20260405_143232056.mp4,B,raw + AES + KEM,16.0,256.89564084376127
data\user_data\D1\PXL_20260405_143232056.mp4,C,raw + AES,16.0,667.7071758959838
data\user_data\D1\PXL_20260405_143232056.mp4,D,gzip + AES + KEM,16.0,18.286677732429776
data\user_data\D1\PXL_20260405_143739366.mp4,A,zstd + AES + KEM,16.0,156.13290035978082
data\user_data\D1\PXL_20260405_143739366.mp4,B,raw + AES + KEM,16.0,264.49078897318844
data\user_data\D1\PXL_20260405_143739366.mp4,C,raw + AES,16.0,766.7756133750898
data\user_data\D1\PXL_20260405_143739366.mp4,D,gzip + AES + KEM,16.0,19.624718952472616
data\user_data\D1\PXL_20260405_144509384.mp4,A,zstd + AES + KEM,16.0,169.35607655714466
data\user_data\D1\PXL_20260405_144509384.mp4,B,raw + AES + KEM,16.0,280.76529605592447
data\user_data\D1\PXL_20260405_144509384.mp4,C,raw + AES,16.0,752.509148851303
data\user_data\D1\PXL_20260405_144509384.mp4,D,gzip + AES + KEM,16.0,19.34175650796795
data\user_data\D1\PXL_20260405_145838160.mp4,A,zstd + AES + KEM,16.0,166.39246564529657
data\user_data\D1\PXL_20260405_145838160.mp4,B,raw + AES + KEM,16.0,243.57420769105596
data\user_data\D1\PXL_20260405_145838160.mp4,C,raw + AES,16.0,685.782863884178
data\user_data\D1\PXL_20260405_145838160.mp4,D,gzip + AES + KEM,16.0,19.23186951603535
data\user_data\D1\PXL_20260405_151013056.PORTRAIT.jpg,A,zstd + AES + KEM,6.077066421508789,70.83488457577305
data\user_data\D1\PXL_20260405_151013056.PORTRAIT.jpg,B,raw + AES + KEM,6.077066421508789,144.70032605290595
data\user_data\D1\PXL_20260405_151013056.PORTRAIT.jpg,C,raw + AES,6.077066421508789,722.1792807717834
data\user_data\D1\PXL_20260405_151013056.PORTRAIT.jpg,D,gzip + AES + KEM,6.077066421508789,14.459246097945403
data\user_data\D1\PXL_20260405_151054883.jpg,A,zstd + AES + KEM,6.117476463317871,92.37398602177106
data\user_data\D1\PXL_20260405_151054883.jpg,B,raw + AES + KEM,6.117476463317871,140.44760804706686
data\user_data\D1\PXL_20260405_151054883.jpg,C,raw + AES,6.117476463317871,727.4829008359667
data\user_data\D1\PXL_20260405_151054883.jpg,D,gzip + AES + KEM,6.117476463317871,17.32172769804879
data\user_data\D1\PXL_20260405_151106866.jpg,A,zstd + AES + KEM,6.174990653991699,94.74506487947161
data\user_data\D1\PXL_20260405_151106866.jpg,B,raw + AES + KEM,6.174990653991699,149.8402264970038
data\user_data\D1\PXL_20260405_151106866.jpg,C,raw + AES,6.174990653991699,740.6818687091012
data\user_data\D1\PXL_20260405_151106866.jpg,D,gzip + AES + KEM,6.174990653991699,16.721508752681608
data\user_data\D1\PXL_20260405_151814354.mp4,A,zstd + AES + KEM,16.0,177.7925936594962
data\user_data\D1\PXL_20260405_151814354.mp4,B,raw + AES + KEM,16.0,300.7490532826279
data\user_data\D1\PXL_20260405_151814354.mp4,C,raw + AES,16.0,741.434118978333
data\user_data\D1\PXL_20260405_151814354.mp4,D,gzip + AES + KEM,16.0,19.511329009461473
data\user_data\D1\PXL_20260407_061637746.mp4,A,zstd + AES + KEM,16.0,164.21962317265857
data\user_data\D1\PXL_20260407_061637746.mp4,B,raw + AES + KEM,16.0,306.1708738846682
data\user_data\D1\PXL_20260407_061637746.mp4,C,raw + AES,16.0,752.6790674499309
data\user_data\D1\PXL_20260407_061637746.mp4,D,gzip + AES + KEM,16.0,19.41903113633182
data\user_data\D1\PXL_20260409_165052701.mp4,A,zstd + AES + KEM,16.0,162.2107706583696
data\user_data\D1\PXL_20260409_165052701.mp4,B,raw + AES + KEM,16.0,282.1640572749357
data\user_data\D1\PXL_20260409_165052701.mp4,C,raw + AES,16.0,741.3963290536376
data\user_data\D1\PXL_20260409_165052701.mp4,D,gzip + AES + KEM,16.0,19.402801182531977
data\user_data\D1\PXL_20260409_165310236.mp4,A,zstd + AES + KEM,16.0,177.84753366812473
data\user_data\D1\PXL_20260409_165310236.mp4,B,raw + AES + KEM,16.0,299.0939323224143
data\user_data\D1\PXL_20260409_165310236.mp4,C,raw + AES,16.0,730.020257828663
data\user_data\D1\PXL_20260409_165310236.mp4,D,gzip + AES + KEM,16.0,18.795912689132653
data\user_data\D1\PXL_20260411_083333686.jpg,A,zstd + AES + KEM,6.626304626464844,93.83520864562782
data\user_data\D1\PXL_20260411_083333686.jpg,B,raw + AES + KEM,6.626304626464844,130.56011822478274
data\user_data\D1\PXL_20260411_083333686.jpg,C,raw + AES,6.626304626464844,620.0109122398684
data\user_data\D1\PXL_20260411_083333686.jpg,D,gzip + AES + KEM,6.626304626464844,16.894623867446107
data\user_data\D1\PXL_20260411_083345374.mp4,A,zstd + AES + KEM,16.0,164.13303381047834
data\user_data\D1\PXL_20260411_083345374.mp4,B,raw + AES + KEM,16.0,294.42018542338445
data\user_data\D1\PXL_20260411_083345374.mp4,C,raw + AES,16.0,741.2451998735926
data\user_data\D1\PXL_20260411_083345374.mp4,D,gzip + AES + KEM,16.0,19.490024030999024
data\user_data\D1\PXL_20260411_084821653.mp4,A,zstd + AES + KEM,16.0,166.80810597031189
data\user_data\D1\PXL_20260411_084821653.mp4,B,raw + AES + KEM,16.0,289.4712085860923
data\user_data\D1\PXL_20260411_084821653.mp4,C,raw + AES,16.0,761.5747454926542
data\user_data\D1\PXL_20260411_084821653.mp4,D,gzip + AES + KEM,16.0,19.20862159851822
data\user_data\D1\PXL_20260417_161917485.mp4,A,zstd + AES + KEM,16.0,169.75352848932516
data\user_data\D1\PXL_20260417_161917485.mp4,B,raw + AES + KEM,16.0,301.26039830189546
data\user_data\D1\PXL_20260417_161917485.mp4,C,raw + AES,16.0,757.8412872788801
data\user_data\D1\PXL_20260417_161917485.mp4,D,gzip + AES + KEM,16.0,19.353557315001026
data\user_data\D1\PXL_20260417_162219190.jpg,A,zstd + AES + KEM,6.162629127502441,94.94259859616777
data\user_data\D1\PXL_20260417_162219190.jpg,B,raw + AES + KEM,6.162629127502441,140.0826755244329
data\user_data\D1\PXL_20260417_162219190.jpg,C,raw + AES,6.162629127502441,757.2751081343251
data\user_data\D1\PXL_20260417_162219190.jpg,D,gzip + AES + KEM,6.162629127502441,17.722327155294714
data\user_data\D1\PXL_20260417_162951211.jpg,A,zstd + AES + KEM,6.536260604858398,100.39829943288487
data\user_data\D1\PXL_20260417_162951211.jpg,B,raw + AES + KEM,6.536260604858398,156.02571868739406
data\user_data\D1\PXL_20260417_162951211.jpg,C,raw + AES,6.536260604858398,757.6955408917099
data\user_data\D1\PXL_20260417_162951211.jpg,D,gzip + AES + KEM,6.536260604858398,16.782776986857243
data\user_data\D1\PXL_20260417_162958034.TS-000.MP.jpg,A,zstd + AES + KEM,7.52950382232666,102.35825333958307
data\user_data\D1\PXL_20260417_162958034.TS-000.MP.jpg,B,raw + AES + KEM,7.52950382232666,161.52118407259928
data\user_data\D1\PXL_20260417_162958034.TS-000.MP.jpg,C,raw + AES,7.52950382232666,688.6447355595272
data\user_data\D1\PXL_20260417_162958034.TS-000.MP.jpg,D,gzip + AES + KEM,7.52950382232666,17.19385516112607
data\user_data\D1\PXL_20260417_163007624.MP.jpg,A,zstd + AES + KEM,10.574616432189941,131.34211583638577
data\user_data\D1\PXL_20260417_163007624.MP.jpg,B,raw + AES + KEM,10.574616432189941,209.24959154493396
data\user_data\D1\PXL_20260417_163007624.MP.jpg,C,raw + AES,10.574616432189941,735.2674464785274
data\user_data\D1\PXL_20260417_163007624.MP.jpg,D,gzip + AES + KEM,10.574616432189941,17.42305474667133
data\user_data\D1\PXL_20260417_163011369.MP.jpg,A,zstd + AES + KEM,8.171221733093262,101.44763800877776
data\user_data\D1\PXL_20260417_163011369.MP.jpg,B,raw + AES + KEM,8.171221733093262,175.93632222611686
data\user_data\D1\PXL_20260417_163011369.MP.jpg,C,raw + AES,8.171221733093262,711.2213191199571
data\user_data\D1\PXL_20260417_163011369.MP.jpg,D,gzip + AES + KEM,8.171221733093262,16.927091671109164
data\user_data\D1\PXL_20260417_163029606.MP.jpg,A,zstd + AES + KEM,9.35673999786377,117.42778671210785
data\user_data\D1\PXL_20260417_163029606.MP.jpg,B,raw + AES + KEM,9.35673999786377,174.51948438541115
data\user_data\D1\PXL_20260417_163029606.MP.jpg,C,raw + AES,9.35673999786377,717.7065291797278
data\user_data\D1\PXL_20260417_163029606.MP.jpg,D,gzip + AES + KEM,9.35673999786377,17.675049620857266
data\user_data\D1\PXL_20260417_163031383.MP.jpg,A,zstd + AES + KEM,9.988537788391113,125.20887232228853
data\user_data\D1\PXL_20260417_163031383.MP.jpg,B,raw + AES + KEM,9.988537788391113,216.18105995668617
data\user_data\D1\PXL_20260417_163031383.MP.jpg,C,raw + AES,9.988537788391113,736.1563761197714
data\user_data\D1\PXL_20260417_163031383.MP.jpg,D,gzip + AES + KEM,9.988537788391113,18.558518125542633
data\user_data\D1\PXL_20260417_163039664.jpg,A,zstd + AES + KEM,6.184026718139648,94.24872955625008
data\user_data\D1\PXL_20260417_163039664.jpg,B,raw + AES + KEM,6.184026718139648,151.71430350786503
data\user_data\D1\PXL_20260417_163039664.jpg,C,raw + AES,6.184026718139648,715.0238467743001
data\user_data\D1\PXL_20260417_163039664.jpg,D,gzip + AES + KEM,6.184026718139648,17.122280682731134
data\user_data\D1\PXL_20260417_163048048.jpg,A,zstd + AES + KEM,6.361530303955078,96.37981339009174
data\user_data\D1\PXL_20260417_163048048.jpg,B,raw + AES + KEM,6.361530303955078,150.29165875221625
data\user_data\D1\PXL_20260417_163048048.jpg,C,raw + AES,6.361530303955078,748.6443290377549
data\user_data\D1\PXL_20260417_163048048.jpg,D,gzip + AES + KEM,6.361530303955078,17.153778732943458
data\user_data\D1\PXL_20260417_163051016.MP.jpg,A,zstd + AES + KEM,8.288802146911621,116.59556659998168
data\user_data\D1\PXL_20260417_163051016.MP.jpg,B,raw + AES + KEM,8.288802146911621,176.9312012276196
data\user_data\D1\PXL_20260417_163051016.MP.jpg,C,raw + AES,8.288802146911621,752.4125289043019
data\user_data\D1\PXL_20260417_163051016.MP.jpg,D,gzip + AES + KEM,8.288802146911621,17.738117055164444
data\user_data\D1\PXL_20260417_163052284.jpg,A,zstd + AES + KEM,6.055643081665039,88.9310329414644
data\user_data\D1\PXL_20260417_163052284.jpg,B,raw + AES + KEM,6.055643081665039,148.78474050085939
data\user_data\D1\PXL_20260417_163052284.jpg,C,raw + AES,6.055643081665039,707.699503058079
data\user_data\D1\PXL_20260417_163052284.jpg,D,gzip + AES + KEM,6.055643081665039,17.184511354669212
data\user_data\D1\PXL_20260417_163115707.MP.jpg,A,zstd + AES + KEM,6.996213912963867,102.98500032543846
data\user_data\D1\PXL_20260417_163115707.MP.jpg,B,raw + AES + KEM,6.996213912963867,159.95952930758935
data\user_data\D1\PXL_20260417_163115707.MP.jpg,C,raw + AES,6.996213912963867,739.7451683428685
data\user_data\D1\PXL_20260417_163115707.MP.jpg,D,gzip + AES + KEM,6.996213912963867,17.532217632397316
data\user_data\D1\PXL_20260417_163118596.MP.jpg,A,zstd + AES + KEM,7.696327209472656,111.48587742867338
data\user_data\D1\PXL_20260417_163118596.MP.jpg,B,raw + AES + KEM,7.696327209472656,177.72867972065248
data\user_data\D1\PXL_20260417_163118596.MP.jpg,C,raw + AES,7.696327209472656,743.7789615105528
data\user_data\D1\PXL_20260417_163118596.MP.jpg,D,gzip + AES + KEM,7.696327209472656,17.297002501827606
data\user_data\D1\PXL_20260418_094113182.mp4,A,zstd + AES + KEM,16.0,157.5437355678461
data\user_data\D1\PXL_20260418_094113182.mp4,B,raw + AES + KEM,16.0,236.7490798406677
data\user_data\D1\PXL_20260418_094113182.mp4,C,raw + AES,16.0,717.347250296079
data\user_data\D1\PXL_20260418_094113182.mp4,D,gzip + AES + KEM,16.0,19.712760437012175
data\user_data\D1\PXL_20260419_135036961.MP.jpg,A,zstd + AES + KEM,7.027311325073242,101.39615657331424
data\user_data\D1\PXL_20260419_135036961.MP.jpg,B,raw + AES + KEM,7.027311325073242,166.8382693636154
data\user_data\D1\PXL_20260419_135036961.MP.jpg,C,raw + AES,7.027311325073242,744.1978346895652
data\user_data\D1\PXL_20260419_135036961.MP.jpg,D,gzip + AES + KEM,7.027311325073242,17.959889205701828
data\user_data\D1\PXL_20260419_135041820.mp4,A,zstd + AES + KEM,16.0,164.19956815268378
data\user_data\D1\PXL_20260419_135041820.mp4,B,raw + AES + KEM,16.0,293.750997894849
data\user_data\D1\PXL_20260419_135041820.mp4,C,raw + AES,16.0,743.1283836186827
data\user_data\D1\PXL_20260419_135041820.mp4,D,gzip + AES + KEM,16.0,19.190563616142622
data\user_data\D1\PXL_20260419_135135853.mp4,A,zstd + AES + KEM,16.0,161.3300044860565
data\user_data\D1\PXL_20260419_135135853.mp4,B,raw + AES + KEM,16.0,289.1437370243354
data\user_data\D1\PXL_20260419_135135853.mp4,C,raw + AES,16.0,764.964620072397
data\user_data\D1\PXL_20260419_135135853.mp4,D,gzip + AES + KEM,16.0,19.2909374800294
data\user_data\D1\PXL_20260424_155744505.mp4,A,zstd + AES + KEM,16.0,160.9419935789698
data\user_data\D1\PXL_20260424_155744505.mp4,B,raw + AES + KEM,16.0,284.5977479306815
data\user_data\D1\PXL_20260424_155744505.mp4,C,raw + AES,16.0,750.8176879987319
data\user_data\D1\PXL_20260424_155744505.mp4,D,gzip + AES + KEM,16.0,18.75429517303645
data\user_data\D1\PXL_20260425_074407653.mp4,A,zstd + AES + KEM,16.0,166.74795627373288
data\user_data\D1\PXL_20260425_074407653.mp4,B,raw + AES + KEM,16.0,290.04002538933145
data\user_data\D1\PXL_20260425_074407653.mp4,C,raw + AES,16.0,736.4583715798678
data\user_data\D1\PXL_20260425_074407653.mp4,D,gzip + AES + KEM,16.0,19.551390889177046
data\user_data\D1\PXL_20260425_175428623.mp4,A,zstd + AES + KEM,16.0,163.59065115731053
data\user_data\D1\PXL_20260425_175428623.mp4,B,raw + AES + KEM,16.0,282.75245392614846
data\user_data\D1\PXL_20260425_175428623.mp4,C,raw + AES,16.0,754.6137563313861
data\user_data\D1\PXL_20260425_175428623.mp4,D,gzip + AES + KEM,16.0,18.97129571747452
data\user_data\D1\PXL_20260425_181856678.mp4,A,zstd + AES + KEM,16.0,164.27037265234125
data\user_data\D1\PXL_20260425_181856678.mp4,B,raw + AES + KEM,16.0,279.7016980898963
data\user_data\D1\PXL_20260425_181856678.mp4,C,raw + AES,16.0,735.1556000956405
data\user_data\D1\PXL_20260425_181856678.mp4,D,gzip + AES + KEM,16.0,19.529028192089648
data\user_data\D1\PXL_20260425_181909357.mp4,A,zstd + AES + KEM,16.0,149.8508983895799
data\user_data\D1\PXL_20260425_181909357.mp4,B,raw + AES + KEM,16.0,263.373618498295
data\user_data\D1\PXL_20260425_181909357.mp4,C,raw + AES,16.0,713.3112796054266
data\user_data\D1\PXL_20260425_181909357.mp4,D,gzip + AES + KEM,16.0,18.35581251281143
data\user_data\D1\PXL_20260425_182325962.mp4,A,zstd + AES + KEM,16.0,166.87038749644847
data\user_data\D1\PXL_20260425_182325962.mp4,B,raw + AES + KEM,16.0,286.61148178592896
data\user_data\D1\PXL_20260425_182325962.mp4,C,raw + AES,16.0,759.1969595543219
data\user_data\D1\PXL_20260425_182325962.mp4,D,gzip + AES + KEM,16.0,18.853675329825293
data\user_data\D1\PXL_20260428_091534530.mp4,A,zstd + AES + KEM,7.941771507263184,116.09249514773641
data\user_data\D1\PXL_20260428_091534530.mp4,B,raw + AES + KEM,7.941771507263184,178.81918993014162
data\user_data\D1\PXL_20260428_091534530.mp4,C,raw + AES,7.941771507263184,676.2753119557685
data\user_data\D1\PXL_20260428_091534530.mp4,D,gzip + AES + KEM,7.941771507263184,17.532893903319206
data\user_data\D1\sample_config.json,A,zstd + AES + KEM,0.0003261566162109375,0.007715775117734004
data\user_data\D1\sample_config.json,B,raw + AES + KEM,0.0003261566162109375,0.0089403781267547
data\user_data\D1\sample_config.json,C,raw + AES,0.0003261566162109375,21.743777600136593
data\user_data\D1\sample_config.json,D,gzip + AES + KEM,0.0003261566162109375,0.009061944938834837
data\user_data\D1\sample_stream.ndjson,A,zstd + AES + KEM,0.000698089599609375,0.019095973686721543
data\user_data\D1\sample_stream.ndjson,B,raw + AES + KEM,0.000698089599609375,0.02003425476614606
data\user_data\D1\sample_stream.ndjson,C,raw + AES,0.000698089599609375,42.82756256427837
data\user_data\D1\sample_stream.ndjson,D,gzip + AES + KEM,0.000698089599609375,0.019166701446311427
data\user_data\D1\VID_20231118_173324.mp4,A,zstd + AES + KEM,6.558999061584473,80.4886882741109
data\user_data\D1\VID_20231118_173324.mp4,B,raw + AES + KEM,6.558999061584473,137.71453588924697
data\user_data\D1\VID_20231118_173324.mp4,C,raw + AES,6.558999061584473,695.0963942888922
data\user_data\D1\VID_20231118_173324.mp4,D,gzip + AES + KEM,6.558999061584473,15.912697434386489
data\user_data\D1\VID_20240217_152042.mp4,A,zstd + AES + KEM,6.325420379638672,88.18903657001957
data\user_data\D1\VID_20240217_152042.mp4,B,raw + AES + KEM,6.325420379638672,157.4694141500324
data\user_data\D1\VID_20240217_152042.mp4,C,raw + AES,6.325420379638672,749.8483044852144
data\user_data\D1\VID_20240217_152042.mp4,D,gzip + AES + KEM,6.325420379638672,14.906297769975994
data\user_data\D1\VID_20240904_164931.mp4,A,zstd + AES + KEM,9.02902889251709,91.19816670805082
data\user_data\D1\VID_20240904_164931.mp4,B,raw + AES + KEM,9.02902889251709,200.42906874657803
data\user_data\D1\VID_20240904_164931.mp4,C,raw + AES,9.02902889251709,717.6090553265018
data\user_data\D1\VID_20240904_164931.mp4,D,gzip + AES + KEM,9.02902889251709,15.350442374102197
data\user_data\D1\VID_20250115_183009~2.mp4,A,zstd + AES + KEM,6.944969177246094,86.84815670459534
data\user_data\D1\VID_20250115_183009~2.mp4,B,raw + AES + KEM,6.944969177246094,141.38205222672357
data\user_data\D1\VID_20250115_183009~2.mp4,C,raw + AES,6.944969177246094,547.1754093389405
data\user_data\D1\VID_20250115_183009~2.mp4,D,gzip + AES + KEM,6.944969177246094,14.471456467465686
data\user_data\D1\VID_20250618_101940.mp4,A,zstd + AES + KEM,7.730243682861328,98.20360008916461
data\user_data\D1\VID_20250618_101940.mp4,B,raw + AES + KEM,7.730243682861328,178.11252042496656
data\user_data\D1\VID_20250618_101940.mp4,C,raw + AES,7.730243682861328,762.5996355186437
data\user_data\D1\VID_20250618_101940.mp4,D,gzip + AES + KEM,7.730243682861328,14.857296006039325
data\user_data\D1\VID_20250726_163139.mp4,A,zstd + AES + KEM,6.631858825683594,93.61333466340727
data\user_data\D1\VID_20250726_163139.mp4,B,raw + AES + KEM,6.631858825683594,151.97927479342007
data\user_data\D1\VID_20250726_163139.mp4,C,raw + AES,6.631858825683594,761.5998094103187
data\user_data\D1\VID_20250726_163139.mp4,D,gzip + AES + KEM,6.631858825683594,16.599520841134563
data\user_data\D1\VID_20250904_214933.mp4,A,zstd + AES + KEM,8.964494705200195,128.52285300819733
data\user_data\D1\VID_20250904_214933.mp4,B,raw + AES + KEM,8.964494705200195,189.09603644862798
data\user_data\D1\VID_20250904_214933.mp4,C,raw + AES,8.964494705200195,706.7672696796704
data\user_data\D1\VID_20250904_214933.mp4,D,gzip + AES + KEM,8.964494705200195,18.474790138358287
data\user_data\D1\VID_20250928_135549.mp4,A,zstd + AES + KEM,6.370865821838379,95.6223210065436
data\user_data\D1\VID_20250928_135549.mp4,B,raw + AES + KEM,6.370865821838379,147.98174806384424
data\user_data\D1\VID_20250928_135549.mp4,C,raw + AES,6.370865821838379,732.8730998124727
data\user_data\D1\VID_20250928_135549.mp4,D,gzip + AES + KEM,6.370865821838379,17.390657989791528
data\user_data\D1\VID_20251005_181221.mp4,A,zstd + AES + KEM,7.043639183044434,105.06527661070466
data\user_data\D1\VID_20251005_181221.mp4,B,raw + AES + KEM,7.043639183044434,165.8552247266631
data\user_data\D1\VID_20251005_181221.mp4,C,raw + AES,7.043639183044434,759.05374073498
data\user_data\D1\VID_20251005_181221.mp4,D,gzip + AES + KEM,7.043639183044434,18.5774424983415
