rep,point,n_files,size_bytes,size_gb,total_dataset_gb,bytes_read,size_mb,wall_s,latency_ms,throughput_mbps,cpu_mean_percent,rss_mean_mb,rss_before_mb
0,1,53,644382495,0.6001279642805457,3.793689589947462,644382495,614.5310354232788,0.7499785999534652,749.9785999534652,819.3980941074977,0.0,67.21875,67.21484375
0,2,71,1244334539,1.1588768465444446,3.793689589947462,1056980946,1008.0155811309814,0.9542470000451431,954.2470000451431,1056.3466074122264,0.0,67.22265625,67.22265625
0,3,78,1778500343,1.6563575183972716,3.793689589947462,1355810982,1293.0021114349365,1.274388900026679,1274.388900026679,1014.6055975596365,0.0,67.22265625,67.22265625
0,4,90,2513146606,2.3405501674860716,3.793689589947462,1815948044,1731.8230094909668,1.8237336999736726,1823.7336999736726,949.6030092090568,0.0,67.22265625,67.22265625
0,5,108,3081513058,2.8698826748877764,3.793689589947462,2154470831,2054.6634969711304,2.461003900039941,2461.003900039941,834.8883546823246,0.0,67.2265625,67.22265625
0,6,111,3546219580,3.302674349397421,3.793689589947462,2355797423,2246.6634969711304,2.336752099916339,2336.752099916339,961.4470859153464,0.0,67.23046875,67.2265625
0,7,126,4073443180,3.793689589947462,3.793689589947462,2585071945,2465.31672000885,2.5836323000257835,2583.6323000257835,954.2057203667284,0.0,67.23046875,67.23046875
