path,pipeline,size_mb,t_comp_ms,t_aes_ms,t_kem_ms,t_total_ms
data\user_data\D1\PXL_20260104_142132729.mp4,A,8.054511070251465,24.99780000653118,10.423199972137809,32.90829999605194,68.32929997472093
data\user_data\D1\PXL_20260104_142132729.mp4,B,8.054511070251465,0.0,10.439599980600178,35.60560004552826,46.04520002612844
data\user_data\D1\PXL_20260104_142132729.mp4,C,8.054511070251465,0.0,11.833299999125302,0.0,11.833299999125302
data\user_data\D1\PXL_20260104_142132729.mp4,D,8.054511070251465,394.205900025554,10.57129999389872,34.65180000057444,439.42900002002716
data\user_data\D1\PXL_20260110_101310876.MP.jpg,A,6.138520240783691,24.8639999772422,7.826499990187585,34.84729997580871,67.5377999432385
data\user_data\D1\PXL_20260110_101310876.MP.jpg,B,6.138520240783691,0.0,11.301500024273992,55.673499999102205,66.9750000233762
data\user_data\D1\PXL_20260110_101310876.MP.jpg,C,6.138520240783691,0.0,15.221300011035055,0.0,15.221300011035055
data\user_data\D1\PXL_20260110_101310876.MP.jpg,D,6.138520240783691,342.9147000424564,7.985100033693016,34.50609999708831,385.4059000732377
data\user_data\D1\PXL_20260116_161545226.MP.jpg,A,6.674646377563477,25.93569998862222,8.718800032511353,37.40660002222285,72.06110004335642
data\user_data\D1\PXL_20260116_161545226.MP.jpg,B,6.674646377563477,0.0,9.011899994220585,34.316300007048994,43.32820000126958
data\user_data\D1\PXL_20260116_161545226.MP.jpg,C,6.674646377563477,0.0,9.050399996340275,0.0,9.050399996340275
data\user_data\D1\PXL_20260116_161545226.MP.jpg,D,6.674646377563477,351.2652000063099,8.685499953571707,36.43370000645518,396.3843999663368
data\user_data\D1\PXL_20260116_161547655.MP.jpg,A,6.463465690612793,26.01119998143986,9.021100006066263,32.926300016697496,67.95860000420362
data\user_data\D1\PXL_20260116_161547655.MP.jpg,B,6.463465690612793,0.0,8.308700053021312,33.540000033099204,41.848700086120516
data\user_data\D1\PXL_20260116_161547655.MP.jpg,C,6.463465690612793,0.0,9.321200021076947,0.0,9.321200021076947
data\user_data\D1\PXL_20260116_161547655.MP.jpg,D,6.463465690612793,331.3386000227183,8.383599983062595,37.62100002495572,377.3432000307366
data\user_data\D1\PXL_20260122_172242999.MP.jpg,A,6.0613861083984375,26.086400030180812,7.922599965240806,35.683900001458824,69.69289999688044
data\user_data\D1\PXL_20260122_172242999.MP.jpg,B,6.0613861083984375,0.0,8.327700023073703,35.95669998321682,44.284400006290525
data\user_data\D1\PXL_20260122_172242999.MP.jpg,C,6.0613861083984375,0.0,8.205399964936078,0.0,8.205399964936078
data\user_data\D1\PXL_20260122_172242999.MP.jpg,D,6.0613861083984375,308.2509000087157,8.107499976176769,36.65879997424781,353.01719995914027
data\user_data\D1\PXL_20260124_115240398.MP.jpg,A,6.709484100341797,27.420600003097206,8.369199989829212,31.133199983742088,66.9229999766685
data\user_data\D1\PXL_20260124_115240398.MP.jpg,B,6.709484100341797,0.0,8.431499998550862,32.8826000331901,41.31410003174096
data\user_data\D1\PXL_20260124_115240398.MP.jpg,C,6.709484100341797,0.0,8.52229999145493,0.0,8.52229999145493
data\user_data\D1\PXL_20260124_115240398.MP.jpg,D,6.709484100341797,333.92159995855764,8.538800000678748,33.1673999899067,375.6277999491431
data\user_data\D1\PXL_20260125_130004906.MP.jpg,A,6.422316551208496,26.458900014404207,8.124399988446385,32.40080003160983,66.98410003446043
data\user_data\D1\PXL_20260125_130004906.MP.jpg,B,6.422316551208496,0.0,8.484699996188283,34.522000001743436,43.00669999793172
data\user_data\D1\PXL_20260125_130004906.MP.jpg,C,6.422316551208496,0.0,8.426099957432598,0.0,8.426099957432598
data\user_data\D1\PXL_20260125_130004906.MP.jpg,D,6.422316551208496,332.77059998363256,9.06740000937134,66.93129998166114,408.76929997466505
