path,kind,size_bytes,payload_bytes_processed,l_io_read_ms,l_io_write_ms,l_kem_ms,l_aes_ms,l_total_ms,kem_ok,aes_ok,kem_ciphertext_bytes,aes_ciphertext_bytes,dataset_id,run_id,file_index
data\user_data\D3\highentropy\highentropy_000046.bin,binaries,73082877,73082877,88.4826,0.0,60.5211,111.7353,260.73900000000003,True,True,1568,73082893,D3,D3_r3,47
data\user_data\D3\highentropy\highentropy_000047.bin,binaries,453813072,453813072,929.7028,0.0,96.5619,1035.7904,2062.0551,True,True,1568,453813088,D3,D3_r3,48
data\user_data\D3\highentropy\highentropy_000048.bin,binaries,309421073,309421073,514.7733,0.0,92.4185,515.5406,1122.7323999999999,True,True,1568,309421089,D3,D3_r3,49
data\user_data\D3\highentropy\highentropy_000049.bin,binaries,474791614,474791614,635.4411,0.0,46.5021,1015.8703,1697.8135000000002,True,True,1568,474791630,D3,D3_r3,50
data\user_data\D3\highentropy\highentropy_000050.bin,binaries,72576777,72576777,95.1543,0.0,98.0551,116.4107,309.62010000000004,True,True,1568,72576793,D3,D3_r3,51
data\user_data\D3\highentropy\highentropy_000051.bin,binaries,105916257,105916257,130.7198,0.0,54.091,166.4923,351.3031,True,True,1568,105916273,D3,D3_r3,52
data\user_data\D3\highentropy\highentropy_000052.bin,binaries,57432740,57432740,65.6801,0.0,50.5338,87.0556,203.2695,True,True,1568,57432756,D3,D3_r3,53
data\user_data\D3\highentropy\highentropy_000053.bin,binaries,99163903,99163903,114.7085,0.0,44.2802,161.6612,320.6499,True,True,1568,99163919,D3,D3_r3,54
data\user_data\D3\highentropy\highentropy_000054.bin,binaries,335801338,335801338,517.4788,0.0,57.2288,617.315,1192.0226,True,True,1568,335801354,D3,D3_r3,55
data\user_data\D3\highentropy\highentropy_000055.bin,binaries,78870201,78870201,93.9001,0.0,61.7661,125.6607,281.3269,True,True,1568,78870217,D3,D3_r3,56
data\user_data\D3\highentropy\highentropy_000056.bin,binaries,74841146,74841146,85.0063,0.0,45.3454,107.4964,237.8481,True,True,1568,74841162,D3,D3_r3,57
data\user_data\D3\highentropy\highentropy_000057.bin,binaries,472376814,472376814,898.623,0.0,100.776,920.6537,1920.0527,True,True,1568,472376830,D3,D3_r3,58
data\user_data\D3\highentropy\highentropy_000058.bin,binaries,74837852,74837852,102.6056,0.0,96.4432,122.2704,321.3192,True,True,1568,74837868,D3,D3_r3,59
data\user_data\D3\highentropy\highentropy_000059.bin,binaries,357650809,357650809,552.8187,0.0,65.3103,710.7686,1328.8976,True,True,1568,357650825,D3,D3_r3,60
data\user_data\D3\highentropy\highentropy_000060.bin,binaries,57627890,57627890,82.9776,0.0,120.1524,101.6002,304.73019999999997,True,True,1568,57627906,D3,D3_r3,61
data\user_data\D3\highentropy\highentropy_000061.bin,binaries,127571436,127571436,184.505,0.0,52.6524,185.3787,422.53610000000003,True,True,1568,127571452,D3,D3_r3,62
data\user_data\D3\highentropy\highentropy_000062.bin,binaries,117263329,117263329,146.1722,0.0,48.7133,164.0394,358.9249,True,True,1568,117263345,D3,D3_r3,63
data\user_data\D3\highentropy\highentropy_000063.bin,binaries,115153650,115153650,147.3683,0.0,76.5062,177.9001,401.7746,True,True,1568,115153666,D3,D3_r3,64
data\user_data\D3\highentropy\highentropy_000064.bin,binaries,343584033,343584033,603.7219,0.0,73.305,718.9735,1396.0004,True,True,1568,343584049,D3,D3_r3,65
data\user_data\D3\highentropy\highentropy_000065.bin,binaries,156857332,156857332,222.2794,0.0,49.232,257.7781,529.2895,True,True,1568,156857348,D3,D3_r3,66
data\user_data\D3\highentropy\highentropy_000066.bin,binaries,318024228,318024228,460.2307,0.0,47.2843,579.8445,1087.3595,True,True,1568,318024244,D3,D3_r3,67
data\user_data\D3\highentropy\highentropy_000067.bin,binaries,155027963,155027963,222.3877,0.0,59.796,287.0721,569.2557999999999,True,True,1568,155027979,D3,D3_r3,68
data\user_data\D3\highentropy\highentropy_000068.bin,binaries,344281688,344281688,480.5045,0.0,42.8431,679.9995,1203.3471,True,True,1568,344281704,D3,D3_r3,69
data\user_data\D3\highentropy\highentropy_000069.bin,binaries,399151270,399151270,748.4506,0.0,56.8019,674.915,1480.1675,True,True,1568,399151286,D3,D3_r3,70
data\user_data\D3\highentropy\highentropy_000070.bin,binaries,144266772,144266772,203.845,0.0,61.0369,252.5502,517.4321,True,True,1568,144266788,D3,D3_r3,71
data\user_data\D3\highentropy\highentropy_000071.bin,binaries,316689391,316689391,482.3383,0.0,59.5821,562.4917,1104.4121,True,True,1568,316689407,D3,D3_r3,72
data\user_data\D3\highentropy\highentropy_000072.bin,binaries,342224484,342224484,520.3148,0.0,58.9063,570.8595,1150.0806,True,True,1568,342224500,D3,D3_r3,73
data\user_data\D3\highentropy\highentropy_000073.bin,binaries,103573543,103573543,129.7832,0.0,60.5583,146.5893,336.9308,True,True,1568,103573559,D3,D3_r3,74
data\user_data\D3\highentropy\highentropy_000074.bin,binaries,69734323,69734323,92.5655,0.0,47.6396,96.4526,236.65770000000003,True,True,1568,69734339,D3,D3_r3,75
data\user_data\D3\highentropy\highentropy_000075.bin,binaries,80388102,80388102,95.0761,0.0,47.9709,113.7407,256.7877,True,True,1568,80388118,D3,D3_r3,76
data\user_data\D3\highentropy\highentropy_000076.bin,binaries,143096730,143096730,196.5527,0.0,75.6618,228.968,501.1825,True,True,1568,143096746,D3,D3_r3,77
data\user_data\D3\highentropy\highentropy_000077.bin,binaries,69029912,69029912,82.3538,0.0,53.6973,103.185,239.23610000000002,True,True,1568,69029928,D3,D3_r3,78
data\user_data\D3\highentropy\highentropy_000078.bin,binaries,177569781,177569781,244.9188,0.0,60.5981,316.5026,622.0195,True,True,1568,177569797,D3,D3_r3,79
data\user_data\D3\highentropy\highentropy_000079.bin,binaries,353990069,353990069,713.3107,0.0,40.1204,740.9576,1494.3887,True,True,1568,353990085,D3,D3_r3,80
data\user_data\D3\highentropy\highentropy_000080.bin,binaries,160240049,160240049,376.1195,0.0,75.6052,277.3133,729.038,True,True,1568,160240065,D3,D3_r3,81
data\user_data\D3\highentropy\highentropy_000081.bin,binaries,344590991,344590991,498.979,0.0,60.4559,671.8176,1231.2525,True,True,1568,344591007,D3,D3_r3,82
data\user_data\D3\highentropy\highentropy_000082.bin,binaries,237662980,237662980,369.5718,0.0,52.7976,413.3468,835.7162,True,True,1568,237662996,D3,D3_r3,83
data\user_data\D3\highentropy\highentropy_000083.bin,binaries,229410318,229410318,316.7059,0.0,46.2806,368.0611,731.0476,True,True,1568,229410334,D3,D3_r3,84
data\user_data\D3\highentropy\highentropy_000084.bin,binaries,116123159,116123159,156.228,0.0,83.2476,180.8958,420.3714,True,True,1568,116123175,D3,D3_r3,85
data\user_data\D3\highentropy\highentropy_000085.bin,binaries,264380163,264380163,378.2473,0.0,68.7136,509.7686,956.7294999999999,True,True,1568,264380179,D3,D3_r3,86
data\user_data\D3\highentropy\highentropy_000086.bin,binaries,338462455,338462455,528.1101,0.0,88.9675,740.3525,1357.4301,True,True,1568,338462471,D3,D3_r3,87
data\user_data\D3\highentropy\highentropy_000087.bin,binaries,75290382,75290382,380.5385,0.0,54.009,92.7544,527.3019,True,True,1568,75290398,D3,D3_r3,88
data\user_data\D3\highentropy\highentropy_000088.bin,binaries,420563974,420563974,1841.6771,0.0,35.466,742.125,2619.2681000000002,True,True,1568,420563990,D3,D3_r3,89
data\user_data\D3\logs\logs_000000.log,text,19816224,19816224,27.9201,0.0,101.8239,36.2257,165.9697,True,True,1568,19816240,D3,D3_r3,90
data\user_data\D3\logs\logs_000001.log,text,8006088,8006088,13.0073,0.0,95.9418,13.2237,122.1728,True,True,1568,8006104,D3,D3_r3,91
data\user_data\D3\logs\logs_000002.log,text,12058718,12058718,17.3313,0.0,57.1364,18.2404,92.7081,True,True,1568,12058734,D3,D3_r3,92
data\user_data\D3\logs\logs_000003.log,text,34139382,34139382,130.7509,0.0,42.6424,51.557,224.95030000000003,True,True,1568,34139398,D3,D3_r3,93
data\user_data\D3\logs\logs_000004.log,text,46299765,46299765,224.7067,0.0,40.6609,61.8366,327.2042,True,True,1568,46299781,D3,D3_r3,94
data\user_data\D3\logs\logs_000005.log,text,14275367,14275367,85.2761,0.0,44.7988,17.6441,147.71900000000002,True,True,1568,14275383,D3,D3_r3,95
data\user_data\D3\logs\logs_000006.log,text,13969093,13969093,69.8522,0.0,35.6203,17.7838,123.2563,True,True,1568,13969109,D3,D3_r3,96
data\user_data\D3\logs\logs_000007.log,text,25552359,25552359,115.5086,0.0,40.9518,32.5766,189.03699999999998,True,True,1568,25552375,D3,D3_r3,97
data\user_data\D3\logs\logs_000008.log,text,31540581,31540581,145.1841,0.0,39.4148,38.5494,223.1483,True,True,1568,31540597,D3,D3_r3,98
data\user_data\D3\logs\logs_000009.log,text,13616199,13616199,63.0003,0.0,39.7207,16.7482,119.4692,True,True,1568,13616215,D3,D3_r3,99
data\user_data\D3\logs\logs_000010.log,text,10179048,10179048,49.9697,0.0,39.1329,12.3612,101.46379999999999,True,True,1568,10179064,D3,D3_r3,100
data\user_data\D3\logs\logs_000011.log,text,41811540,41811540,216.5935,0.0,38.0679,51.8136,306.475,True,True,1568,41811556,D3,D3_r3,101
data\user_data\D3\logs\logs_000012.log,text,12417097,12417097,64.897,0.0,40.9664,17.9024,123.76580000000001,True,True,1568,12417113,D3,D3_r3,102
data\user_data\D3\logs\logs_000013.log,text,31486528,31486528,38.0299,0.0,103.6702,53.1396,194.8397,True,True,1568,31486544,D3,D3_r3,103
data\user_data\D3\logs\logs_000014.log,text,5671809,5671809,8.1124,0.0,62.1232,9.1128,79.3484,True,True,1568,5671825,D3,D3_r3,104
data\user_data\D3\logs\logs_000015.log,text,49337152,49337152,61.3414,0.0,62.7385,78.8435,202.92340000000002,True,True,1568,49337168,D3,D3_r3,105
data\user_data\D3\logs\logs_000016.log,text,29013935,29013935,32.2195,0.0,47.4588,43.4892,123.16749999999999,True,True,1568,29013951,D3,D3_r3,106
data\user_data\D3\logs\logs_000017.log,text,54851764,54851764,61.0439,0.0,50.9688,79.8821,191.89479999999998,True,True,1568,54851780,D3,D3_r3,107
data\user_data\D3\logs\logs_000018.log,text,16794790,16794790,20.5623,0.0,64.3276,24.2793,109.16920000000002,True,True,1568,16794806,D3,D3_r3,108
data\user_data\D3\logs\logs_000019.log,text,15386193,15386193,21.6387,0.0,52.9198,20.957,95.5155,True,True,1568,15386209,D3,D3_r3,109
data\user_data\D3\logs\logs_000020.log,text,41213100,41213100,62.1208,0.0,58.6677,67.8356,188.6241,True,True,1568,41213116,D3,D3_r3,110
data\user_data\D3\logs\logs_000021.log,text,12421528,12421528,13.6773,0.0,50.7186,18.0048,82.4007,True,True,1568,12421544,D3,D3_r3,111
data\user_data\D3\logs\logs_000022.log,text,9956493,9956493,12.4876,0.0,56.0829,14.5426,83.1131,True,True,1568,9956509,D3,D3_r3,112
data\user_data\D3\logs\logs_000023.log,text,28424126,28424126,30.951,0.0,49.7597,41.1202,121.8309,True,True,1568,28424142,D3,D3_r3,113
data\user_data\D3\logs\logs_000024.log,text,18797975,18797975,22.4877,0.0,48.37,25.6331,96.4908,True,True,1568,18797991,D3,D3_r3,114
data\user_data\D3\logs\logs_000025.log,text,6924570,6924570,9.5365,0.0,49.5623,9.2807,68.3795,True,True,1568,6924586,D3,D3_r3,115
data\user_data\D3\logs\logs_000026.log,text,23190971,23190971,39.1532,0.0,44.4458,33.6591,117.25809999999998,True,True,1568,23190987,D3,D3_r3,116
data\user_data\D3\logs\logs_000027.log,text,20491951,20491951,24.0059,0.0,41.7516,28.6337,94.39120000000001,True,True,1568,20491967,D3,D3_r3,117
data\user_data\D3\logs\logs_000028.log,text,7446039,7446039,9.9907,0.0,49.4208,10.997,70.4085,True,True,1568,7446055,D3,D3_r3,118
data\user_data\D3\logs\logs_000029.log,text,16329445,16329445,20.6449,0.0,49.4004,22.7553,92.8006,True,True,1568,16329461,D3,D3_r3,119
data\user_data\D3\logs\logs_000030.log,text,13844436,13844436,18.3594,0.0,44.6962,19.5401,82.5957,True,True,1568,13844452,D3,D3_r3,120
data\user_data\D3\logs\logs_000031.log,text,22370885,22370885,28.8197,0.0,63.6654,32.1866,124.6717,True,True,1568,22370901,D3,D3_r3,121
data\user_data\D3\logs\logs_000032.log,text,22983527,22983527,27.8307,0.0,47.8118,31.1786,106.8211,True,True,1568,22983543,D3,D3_r3,122
data\user_data\D3\logs\logs_000033.log,text,62031504,62031504,65.0495,0.0,39.8699,91.2864,196.2058,True,True,1568,62031520,D3,D3_r3,123
data\user_data\D3\logs\logs_000034.log,text,9336257,9336257,14.2744,0.0,40.426,12.8147,67.5151,True,True,1568,9336273,D3,D3_r3,124
data\user_data\D3\logs\logs_000035.log,text,7032074,7032074,8.1405,0.0,45.5627,9.271,62.974199999999996,True,True,1568,7032090,D3,D3_r3,125
data\user_data\D3\logs\logs_000036.log,text,38589937,38589937,43.4257,0.0,50.0708,58.6219,152.1184,True,True,1568,38589953,D3,D3_r3,126
data\user_data\D3\logs\logs_000037.log,text,22328475,22328475,29.3248,0.0,78.9448,40.5052,148.7748,True,True,1568,22328491,D3,D3_r3,127
data\user_data\D3\logs\logs_000038.log,text,61729825,61729825,90.1387,0.0,44.4103,107.7209,242.2699,True,True,1568,61729841,D3,D3_r3,128
data\user_data\D3\logs\logs_000039.log,text,35982803,35982803,46.9392,0.0,59.4218,52.841,159.202,True,True,1568,35982819,D3,D3_r3,129
data\user_data\D3\logs\logs_000040.log,text,9640016,9640016,24.0995,0.0,45.2929,13.1309,82.5233,True,True,1568,9640032,D3,D3_r3,130
data\user_data\D3\logs\logs_000041.log,text,47090618,47090618,52.7921,0.0,46.4525,76.26,175.50459999999998,True,True,1568,47090634,D3,D3_r3,131
data\user_data\D3\logs\logs_000042.log,text,52714482,52714482,62.0951,0.0,43.3538,87.7652,193.2141,True,True,1568,52714498,D3,D3_r3,132
data\user_data\D3\logs\logs_000043.log,text,27482433,27482433,33.9989,0.0,55.9073,37.1533,127.0595,True,True,1568,27482449,D3,D3_r3,133
data\user_data\D3\logs\logs_000044.log,text,35144898,35144898,40.2404,0.0,45.5132,58.1763,143.9299,True,True,1568,35144914,D3,D3_r3,134
data\user_data\D3\logs\logs_000045.log,text,18708740,18708740,22.7982,0.0,55.1521,27.9472,105.8975,True,True,1568,18708756,D3,D3_r3,135
data\user_data\D3\logs\logs_000046.log,text,23560059,23560059,32.1979,0.0,47.2642,38.1766,117.6387,True,True,1568,23560075,D3,D3_r3,136
data\user_data\D3\logs\logs_000047.log,text,5372879,5372879,7.4907,0.0,42.472,7.8296,57.7923,True,True,1568,5372895,D3,D3_r3,137
data\user_data\D3\logs\logs_000048.log,text,38693058,38693058,49.9521,0.0,43.2012,64.4719,157.6252,True,True,1568,38693074,D3,D3_r3,138
data\user_data\D3\logs\logs_000049.log,text,43091229,43091229,60.6523,0.0,45.0471,75.2683,180.96769999999998,True,True,1568,43091245,D3,D3_r3,139
data\user_data\D3\logs\logs_000050.log,text,41917087,41917087,56.6408,0.0,115.3443,104.2016,276.1867,True,True,1568,41917103,D3,D3_r3,140
data\user_data\D3\logs\logs_000051.log,text,7802687,7802687,12.8328,0.0,117.7953,17.5541,148.1822,True,True,1568,7802703,D3,D3_r3,141
data\user_data\D3\logs\logs_000052.log,text,13464013,13464013,18.0117,0.0,84.7221,26.1339,128.8677,True,True,1568,13464029,D3,D3_r3,142
data\user_data\D3\logs\logs_000053.log,text,15688862,15688862,20.5115,0.0,55.3761,28.2049,104.0925,True,True,1568,15688878,D3,D3_r3,143
data\user_data\D3\logs\logs_000054.log,text,14360067,14360067,17.8259,0.0,49.4556,23.7859,91.06739999999999,True,True,1568,14360083,D3,D3_r3,144
data\user_data\D3\logs\logs_000055.log,text,47259134,47259134,69.4957,0.0,51.6883,76.813,197.997,True,True,1568,47259150,D3,D3_r3,145
data\user_data\D3\logs\logs_000056.log,text,6923898,6923898,10.7931,0.0,75.7287,10.8004,97.3222,True,True,1568,6923914,D3,D3_r3,146
data\user_data\D3\logs\logs_000057.log,text,6732172,6732172,8.9486,0.0,51.5947,9.9593,70.5026,True,True,1568,6732188,D3,D3_r3,147
data\user_data\D3\logs\logs_000058.log,text,36975518,36975518,37.5211,0.0,45.6682,57.6117,140.801,True,True,1568,36975534,D3,D3_r3,148
data\user_data\D3\logs\logs_000059.log,text,38770685,38770685,42.6514,0.0,46.8902,69.4056,158.9472,True,True,1568,38770701,D3,D3_r3,149
data\user_data\D3\logs\logs_000060.log,text,32088789,32088789,39.1213,0.0,70.0264,49.662,158.8097,True,True,1568,32088805,D3,D3_r3,150
data\user_data\D3\logs\logs_000061.log,text,22569062,22569062,24.5799,0.0,45.1571,33.9945,103.7315,True,True,1568,22569078,D3,D3_r3,151
data\user_data\D3\logs\logs_000062.log,text,6475956,6475956,9.7291,0.0,46.4396,9.6192,65.78790000000001,True,True,1568,6475972,D3,D3_r3,152
data\user_data\D3\logs\logs_000063.log,text,61531358,61531358,94.3691,0.0,45.8465,105.3162,245.53179999999998,True,True,1568,61531374,D3,D3_r3,153
data\user_data\D3\logs\logs_000064.log,text,7170941,7170941,10.9979,0.0,56.2098,10.3962,77.60390000000001,True,True,1568,7170957,D3,D3_r3,154
data\user_data\D3\logs\logs_000065.log,text,54498178,54498178,65.2141,0.0,68.2696,97.2503,230.73399999999998,True,True,1568,54498194,D3,D3_r3,155
data\user_data\D3\logs\logs_000066.log,text,10577632,10577632,13.8564,0.0,42.8778,15.098,71.8322,True,True,1568,10577648,D3,D3_r3,156
data\user_data\D3\logs\logs_000067.log,text,20251629,20251629,22.6104,0.0,55.3458,30.3412,108.2974,True,True,1568,20251645,D3,D3_r3,157
data\user_data\D3\logs\logs_000068.log,text,6472645,6472645,9.3037,0.0,56.2554,10.241,75.8001,True,True,1568,6472661,D3,D3_r3,158
data\user_data\D3\logs\logs_000069.log,text,5630974,5630974,7.5392,0.0,44.6045,9.0914,61.2351,True,True,1568,5630990,D3,D3_r3,159
data\user_data\D3\logs\logs_000070.log,text,51995944,51995944,62.1212,0.0,73.6595,107.2582,243.0389,True,True,1568,51995960,D3,D3_r3,160
data\user_data\D3\logs\logs_000071.log,text,37257460,37257460,55.7249,0.0,81.4253,80.5713,217.7215,True,True,1568,37257476,D3,D3_r3,161
data\user_data\D3\logs\logs_000072.log,text,10929087,10929087,13.0002,0.0,53.7465,16.7184,83.4651,True,True,1568,10929103,D3,D3_r3,162
data\user_data\D3\logs\logs_000073.log,text,5388061,5388061,7.0796,0.0,55.3849,8.9213,71.3858,True,True,1568,5388077,D3,D3_r3,163
data\user_data\D3\logs\logs_000074.log,text,21668025,21668025,28.3004,0.0,47.2103,35.4074,110.91810000000001,True,True,1568,21668041,D3,D3_r3,164
data\user_data\D3\logs\logs_000075.log,text,33749939,33749939,39.0833,0.0,43.4532,58.9327,141.4692,True,True,1568,33749955,D3,D3_r3,165
data\user_data\D3\logs\logs_000076.log,text,6066814,6066814,10.2114,0.0,47.1108,8.6978,66.02,True,True,1568,6066830,D3,D3_r3,166
data\user_data\D3\logs\logs_000077.log,text,7815869,7815869,9.5652,0.0,55.0572,11.5352,76.1576,True,True,1568,7815885,D3,D3_r3,167
data\user_data\D3\logs\logs_000078.log,text,17969143,17969143,26.5929,0.0,49.6178,29.177,105.3877,True,True,1568,17969159,D3,D3_r3,168
data\user_data\D3\logs\logs_000079.log,text,24668221,24668221,29.9985,0.0,44.4841,40.5857,115.0683,True,True,1568,24668237,D3,D3_r3,169
data\user_data\D3\logs\logs_000080.log,text,23011973,23011973,27.0533,0.0,46.7233,37.0153,110.7919,True,True,1568,23011989,D3,D3_r3,170
data\user_data\D3\logs\logs_000081.log,text,32109838,32109838,38.4496,0.0,42.1688,64.274,144.8924,True,True,1568,32109854,D3,D3_r3,171
