path,kind,size_bytes,payload_bytes_processed,l_io_read_ms,l_io_write_ms,l_kem_ms,l_aes_ms,l_total_ms,kem_ok,aes_ok,kem_ciphertext_bytes,aes_ciphertext_bytes,dataset_id,run_id,file_index
data\user_data\D3\highentropy\highentropy_000000.bin,binaries,485314708,485314708,880.3781,0.0,44.5181,753.8331,1678.7293,True,True,1568,485314724,D3,D3_r1,1
data\user_data\D3\highentropy\highentropy_000001.bin,binaries,144644697,144644697,258.0948,0.0,55.1966,219.3367,532.6281,True,True,1568,144644713,D3,D3_r1,2
data\user_data\D3\highentropy\highentropy_000002.bin,binaries,53341028,53341028,57.8349,0.0,42.8745,89.9646,190.67399999999998,True,True,1568,53341044,D3,D3_r1,3
data\user_data\D3\highentropy\highentropy_000003.bin,binaries,427116038,427116038,604.2913,0.0,50.0949,686.2463,1340.6325000000002,True,True,1568,427116054,D3,D3_r1,4
data\user_data\D3\highentropy\highentropy_000004.bin,binaries,455867797,455867797,574.715,0.0,42.0039,714.9562,1331.6751,True,True,1568,455867813,D3,D3_r1,5
data\user_data\D3\highentropy\highentropy_000005.bin,binaries,200353757,200353757,272.6993,0.0,89.7891,352.6348,715.1232,True,True,1568,200353773,D3,D3_r1,6
data\user_data\D3\highentropy\highentropy_000006.bin,binaries,246112345,246112345,340.0398,0.0,51.2339,401.5805,792.8542,True,True,1568,246112361,D3,D3_r1,7
data\user_data\D3\highentropy\highentropy_000007.bin,binaries,63607473,63607473,79.6592,0.0,102.6198,110.7378,293.0168,True,True,1568,63607489,D3,D3_r1,8
data\user_data\D3\highentropy\highentropy_000008.bin,binaries,306232197,306232197,390.137,0.0,38.7215,481.3231,910.1816,True,True,1568,306232213,D3,D3_r1,9
data\user_data\D3\highentropy\highentropy_000009.bin,binaries,90443985,90443985,96.1226,0.0,43.8446,136.9403,276.9075,True,True,1568,90444001,D3,D3_r1,10
data\user_data\D3\highentropy\highentropy_000010.bin,binaries,56283868,56283868,56.1496,0.0,46.4766,78.5839,181.2101,True,True,1568,56283884,D3,D3_r1,11
data\user_data\D3\highentropy\highentropy_000011.bin,binaries,322361104,322361104,519.9992,0.0,46.2583,508.1504,1074.4079,True,True,1568,322361120,D3,D3_r1,12
data\user_data\D3\highentropy\highentropy_000012.bin,binaries,116321202,116321202,164.045,0.0,36.7717,143.6096,344.42629999999997,True,True,1568,116321218,D3,D3_r1,13
data\user_data\D3\highentropy\highentropy_000013.bin,binaries,220217279,220217279,297.0115,0.0,63.4911,304.2039,664.7065,True,True,1568,220217295,D3,D3_r1,14
data\user_data\D3\highentropy\highentropy_000014.bin,binaries,216463966,216463966,304.905,0.0,67.4569,305.4264,677.7882999999999,True,True,1568,216463982,D3,D3_r1,15
data\user_data\D3\highentropy\highentropy_000015.bin,binaries,73811589,73811589,73.1981,0.0,37.0039,90.7389,200.9409,True,True,1568,73811605,D3,D3_r1,16
data\user_data\D3\highentropy\highentropy_000016.bin,binaries,79920936,79920936,81.6541,0.0,35.8661,98.3329,215.85309999999998,True,True,1568,79920952,D3,D3_r1,17
data\user_data\D3\highentropy\highentropy_000017.bin,binaries,68231180,68231180,67.8727,0.0,38.4476,85.3897,191.71,True,True,1568,68231196,D3,D3_r1,18
data\user_data\D3\highentropy\highentropy_000018.bin,binaries,54223643,54223643,61.2167,0.0,38.0025,71.958,171.1772,True,True,1568,54223659,D3,D3_r1,19
data\user_data\D3\highentropy\highentropy_000019.bin,binaries,160813112,160813112,195.7633,0.0,41.369,248.3984,485.5307,True,True,1568,160813128,D3,D3_r1,20
data\user_data\D3\highentropy\highentropy_000020.bin,binaries,483583504,483583504,834.4273,0.0,40.0125,737.5571,1611.9969,True,True,1568,483583520,D3,D3_r1,21
data\user_data\D3\highentropy\highentropy_000021.bin,binaries,60832014,60832014,59.8661,0.0,44.7474,96.3849,200.9984,True,True,1568,60832030,D3,D3_r1,22
data\user_data\D3\highentropy\highentropy_000022.bin,binaries,182246041,182246041,275.8386,0.0,39.6453,274.1213,589.6052,True,True,1568,182246057,D3,D3_r1,23
data\user_data\D3\highentropy\highentropy_000023.bin,binaries,153273994,153273994,206.3452,0.0,45.9098,214.8856,467.1406,True,True,1568,153274010,D3,D3_r1,24
