threads,throughput_mb_s_mean,throughput_mb_s_std,efficiency_mean,efficiency_std
1,329.82614908653807,286.54624107972927,1.0000000000000002,0.12263125232991393
2,371.4026045092507,323.3162330033326,0.5508184272321285,0.02089530474649758
4,396.0010132962472,348.01636735103534,0.29112550134048276,0.02201899242507366
8,367.4096214193009,319.60798018353796,0.1382588705498404,0.009467797866662079
16,362.5362940092593,329.8851890020221,0.0631313423296981,0.01920461257377859
