dataset_id,runs,processed_gb_mean,throughput_mb_s_mean,throughput_mb_s_std,latency_p95_ms_mean,rss_peak_mb_mean,cpu_utilization_percent_mean
D1,3,3.793689589947462,255.47035942764956,48.19839195534536,440.3304666666666,70.43359375,11.974606093641983
D2,3,15.00023963302374,8.061518290290264,5.915361767490549,77.14657333333334,101.98958333333333,6.850276902388831
D3,3,40.00000006984919,135.12499616331303,116.05230741487516,810.0202166666664,56.169270833333336,6.930689265025552
